analyte,family,raman_peak,sers_peak,shift,intensity_ratio,confidence,note,raman_rel,sers_rel,raman_prom,sers_prom,kind
acetyl-coa,cofactor,,1302.0,,,None,SERS-only,,0.36813852787268353,,0.5043679097278307,sers_only
acetyl-coa,cofactor,,1316.0,,,None,SERS-only,,0.7759424341632266,,1.0857417574511519,sers_only
acetyl-coa,cofactor,1334.0,1340.0,6.0,1.2837052017584243,Medium,Shifted band,0.7285389582614901,0.9352292516876436,4.891137673099375,3.977756534405634,matched
acetyl-coa,cofactor,,1378.0,,,None,SERS-only,,0.36817611277930457,,0.7472194081696424,sers_only
acetyl-coa,cofactor,1412.0,1410.0,-2.0,1.1098108450478383,High,Strong correspondence,0.3813825595967356,0.4232625018623716,0.9894928110773457,0.48196591167717845,matched
acetyl-coa,cofactor,,1434.0,,,None,SERS-only,,0.6819603212565083,,1.3482906581215155,sers_only
acetyl-coa,cofactor,,1452.0,,,None,SERS-only,,0.7881586096860738,,2.9063552519743587,sers_only
acetyl-coa,cofactor,,1466.0,,,None,SERS-only,,0.7374964798927589,,0.9382008131444453,sers_only
acetyl-coa,cofactor,,1478.0,,,None,SERS-only,,0.7145760347436337,,1.4897825476998428,sers_only
acetyl-coa,cofactor,1510.0,1508.0,-2.0,1.4859913645632368,High,Intensity enhanced,0.2838630814669022,0.4218180892641186,1.1905008990668782,0.6526661550400112,matched
acetyl-coa,cofactor,,1522.0,,,None,SERS-only,,0.43475127801872704,,0.868388790422608,sers_only
acetyl-coa,cofactor,,1552.0,,,None,SERS-only,,0.39909223487016704,,1.155009285969544,sers_only
acetyl-coa,cofactor,1578.0,1578.0,0.0,1.781263046809135,High,Intensity enhanced,0.2656585629547063,0.47320778304089967,1.2861292288598722,0.7270783698337416,matched
acetyl-coa,cofactor,,1610.0,,,None,SERS-only,,0.7503381296788109,,3.076968580932613,sers_only
acetyl-coa,cofactor,,1622.0,,,None,SERS-only,,0.5345874195074924,,0.58765791289878,sers_only
acetyl-coa,cofactor,,1640.0,,,None,SERS-only,,0.5451968618420793,,1.9643141159825115,sers_only
acetyl-coa,cofactor,,1664.0,,,None,SERS-only,,0.4351076304250066,,1.0435942629255244,sers_only
acetyl-coa,cofactor,1672.0,1678.0,6.0,2.416277848290585,Medium,Intensity enhanced,0.22735246717690324,0.5493467326100414,0.9819562178315686,2.0977659866518974,matched
acetyl-coa,cofactor,,1698.0,,,None,SERS-only,,0.5217896666865067,,1.8478719676092306,sers_only
acetyl-coa,cofactor,,1722.0,,,None,SERS-only,,0.42633126032718116,,1.2469845548894334,sers_only
acetyl-coa,cofactor,,1732.0,,,None,SERS-only,,0.35757502914563016,,0.599574254657748,sers_only
adenine,purine,536.0,,,,None,Absent in SERS,0.482256998941804,,3.590301673009103,,raman_only
adenine,purine,,552.0,,,None,SERS-only,,0.29723985616641746,,0.707518885110866,sers_only
adenine,purine,,576.0,,,None,SERS-only,,0.26834991262920704,,0.5999829550894138,sers_only
adenine,purine,622.0,,,,None,Absent in SERS,0.3079836962908566,,2.2003411406666955,,raman_only
adenine,purine,,656.0,,,None,SERS-only,,0.37145257245541763,,1.8642879116755098,sers_only
adenine,purine,,678.0,,,None,SERS-only,,0.3480971317977304,,0.9480701602410083,sers_only
adenine,purine,722.0,732.0,10.0,0.4625430286668658,Low,Intensity reduced,1.0,0.46254302912940887,7.600891542300592,2.357687712061436,matched
adenine,purine,,804.0,,,None,SERS-only,,1.0,,5.651452480764535,sers_only
adenine,purine,,874.0,,,None,SERS-only,,0.48580006696291766,,2.438239078002813,sers_only
adenine,purine,898.0,,,,None,Absent in SERS,0.1654023817095622,,0.9517054836196863,,raman_only
adenine,purine,942.0,,,,None,Absent in SERS,0.387969247611698,,2.840311952808201,,raman_only
adenine,purine,,956.0,,,None,SERS-only,,0.44033376619205417,,1.9936479629805013,sers_only
adenine,purine,1024.0,,,,None,Absent in SERS,0.17739380052983753,,1.0371858467869166,,raman_only
adenine,purine,,1040.0,,,None,SERS-only,,0.45378483938225433,,1.109496988461857,sers_only
adenine,purine,,1104.0,,,None,SERS-only,,0.4651684766248969,,2.2917354234956493,sers_only
adenine,purine,1126.0,,,,None,Absent in SERS,0.3451695929173694,,2.518490135730576,,raman_only
adenine,purine,,1162.0,,,None,SERS-only,,0.27173312964213603,,1.1288628484972036,sers_only
adenine,purine,,1188.0,,,None,SERS-only,,0.4321186358871762,,1.7346942207098992,sers_only
adenine,purine,,1204.0,,,None,SERS-only,,0.41144475071527964,,1.0484155182212225,sers_only
adenine,purine,,1226.0,,,None,SERS-only,,0.3252978055293616,,0.6266775322644083,sers_only
adenine,purine,1248.0,,,,None,Absent in SERS,0.5334738294808797,,3.9394887394452516,,raman_only
adenine,purine,1334.0,1338.0,4.0,0.7477393961814525,High,Strong correspondence,0.844123577809553,0.6311844551215818,6.377035578556881,3.4063249172620136,matched
adenine,purine,1372.0,,,,None,Absent in SERS,0.2151470679945687,,1.2160101858331835,,raman_only
adenine,purine,,1388.0,,,None,SERS-only,,0.21390523226009014,,0.7426299366295832,sers_only
adenine,purine,,1444.0,,,None,SERS-only,,0.5253565182452761,,2.6635050308586234,sers_only
adenine,purine,1484.0,1484.0,0.0,1.0207895871512294,High,Strong correspondence,0.40657597471551443,0.41502852239624827,2.9814420746921746,0.8125734660640561,matched
adenine,purine,,1516.0,,,None,SERS-only,,0.40563102134098816,,1.7200752089196965,sers_only
adenine,purine,,1536.0,,,None,SERS-only,,0.2397313316036792,,0.604204933595403,sers_only
adenine,purine,,1558.0,,,None,SERS-only,,0.24095309066643208,,0.7447557091541263,sers_only
adenine,purine,,1582.0,,,None,SERS-only,,0.38662333184310693,,0.7530460432401694,sers_only
adenine,purine,,1602.0,,,None,SERS-only,,0.43638128790598224,,2.3277896181478495,sers_only
adenine,purine,,1636.0,,,None,SERS-only,,0.3999093916571337,,0.7659275768032652,sers_only
adenine,purine,,1668.0,,,None,SERS-only,,0.3381258265550937,,1.1774655311890427,sers_only
adenine,purine,,1706.0,,,None,SERS-only,,0.23002394911829283,,0.8573085819551947,sers_only
alanine,amino_acid,532.0,534.0,2.0,1.7411211958422865,High,Intensity enhanced,0.4649453635160327,0.8095262290674827,3.2408833374655783,1.5202706139873443,matched
alanine,amino_acid,,568.0,,,None,SERS-only,,0.5535105301053089,,1.4819282176301516,sers_only
alanine,amino_acid,,600.0,,,None,SERS-only,,0.4418836970765366,,0.7578358579524227,sers_only
alanine,amino_acid,,616.0,,,None,SERS-only,,0.41036407509885475,,0.6069442043648998,sers_only
alanine,amino_acid,652.0,644.0,-8.0,3.5027253426652485,Medium,Intensity enhanced,0.1613834019381153,0.5652817353568937,1.2209168466683136,1.5388635613589892,matched
alanine,amino_acid,,670.0,,,None,SERS-only,,0.6343194115553956,,1.9870449786427877,sers_only
alanine,amino_acid,,694.0,,,None,SERS-only,,0.6013425499928364,,1.7253348872793182,sers_only
alanine,amino_acid,,744.0,,,None,SERS-only,,0.3831178959703451,,0.7824412911006221,sers_only
alanine,amino_acid,774.0,774.0,0.0,3.380864711221845,High,Intensity enhanced,0.15679511818117908,0.5301030853314718,1.1853270790893335,0.5623480933745286,matched
alanine,amino_acid,,808.0,,,None,SERS-only,,0.9864673294542364,,4.04807557656522,sers_only
alanine,amino_acid,852.0,840.0,-12.0,0.567513623839656,Low,Intensity reduced,1.0,0.5675136244071697,7.973540297781406,1.1934564256447182,matched
alanine,amino_acid,,866.0,,,None,SERS-only,,0.7617785739326245,,2.229031806992982,sers_only
alanine,amino_acid,,882.0,,,None,SERS-only,,0.5969332651690634,,0.49376031567581957,sers_only
alanine,amino_acid,920.0,,,,None,Absent in SERS,0.1585213539632268,,1.1999938082920885,,raman_only
alanine,amino_acid,,936.0,,,None,SERS-only,,0.5451556743713559,,0.8431969485112876,sers_only
alanine,amino_acid,,954.0,,,None,SERS-only,,0.5898961277487516,,1.658185457760621,sers_only
alanine,amino_acid,,970.0,,,None,SERS-only,,0.46531577979217376,,0.4363237616688404,sers_only
alanine,amino_acid,,992.0,,,None,SERS-only,,0.5624836551107203,,1.5192975109391753,sers_only
alanine,amino_acid,,1012.0,,,None,SERS-only,,0.3648387483189657,,0.4300586693252249,sers_only
alanine,amino_acid,1020.0,1028.0,8.0,1.764845579927168,Medium,Intensity enhanced,0.3621236142420004,0.6390922617470909,2.8624330945905405,0.8027095695751305,matched
alanine,amino_acid,,1050.0,,,None,SERS-only,,0.864551136889163,,3.4398573838782243,sers_only
alanine,amino_acid,,1076.0,,,None,SERS-only,,0.6309300778616521,,1.0072555735135111,sers_only
alanine,amino_acid,,1098.0,,,None,SERS-only,,0.6613407861901522,,1.3549483566984568,sers_only
alanine,amino_acid,1114.0,,,,None,Absent in SERS,0.2702095118184035,,2.077176469482838,,raman_only
alanine,amino_acid,,1128.0,,,None,SERS-only,,0.39672381594840767,,0.7843527234151846,sers_only
alanine,amino_acid,1148.0,1158.0,10.0,3.3501251539956725,Low,Intensity enhanced,0.19484944119297407,0.6527700175327081,1.350558409276488,1.7436577126698354,matched
alanine,amino_acid,,1174.0,,,None,SERS-only,,0.6421694163337061,,0.6628424910133188,sers_only
alanine,amino_acid,,1192.0,,,None,SERS-only,,0.5366624539187576,,0.6682088896689302,sers_only
alanine,amino_acid,,1262.0,,,None,SERS-only,,0.6555666054585216,,1.5620179640443088,sers_only
alanine,amino_acid,,1284.0,,,None,SERS-only,,0.47393088180663584,,0.5933511759912724,sers_only
alanine,amino_acid,1306.0,1300.0,-6.0,1.2802013763963052,Medium,Shifted band,0.47348369746011254,0.6061544824698493,3.6633735475362648,0.9423105141351913,matched
alanine,amino_acid,,1316.0,,,None,SERS-only,,0.8533594129865523,,1.7073337270379412,sers_only
alanine,amino_acid,,1340.0,,,None,SERS-only,,1.0,,3.5457408513547115,sers_only
alanine,amino_acid,1360.0,1356.0,-4.0,1.0048877373273832,High,Strong correspondence,0.6407356501812783,0.6438673987405422,5.118098308952801,0.7063459951193016,matched
alanine,amino_acid,,1378.0,,,None,SERS-only,,0.5337461943722954,,0.8428277543878027,sers_only
alanine,amino_acid,1412.0,1400.0,-12.0,3.060921143639679,Low,Intensity enhanced,0.2155493850090528,0.6597796731336605,1.6708827010910092,1.8529968766609877,matched
alanine,amino_acid,,1426.0,,,None,SERS-only,,0.5736011705268101,,0.9256727862234718,sers_only
alanine,amino_acid,,1446.0,,,None,SERS-only,,0.7431708418724041,,1.331545019275438,sers_only
alanine,amino_acid,1462.0,,,,None,Absent in SERS,0.4184862236224705,,3.314905042495013,,raman_only
alanine,amino_acid,1484.0,1474.0,-10.0,2.204699455828182,Low,Intensity enhanced,0.37342448069365486,0.8232887515829219,2.667447336961462,2.6765931696493848,matched
alanine,amino_acid,,1514.0,,,None,SERS-only,,0.5895736737506718,,1.3358078758811653,sers_only
alanine,amino_acid,,1536.0,,,None,SERS-only,,0.6382682062896953,,1.8788841121383273,sers_only
alanine,amino_acid,,1580.0,,,None,SERS-only,,0.651354434389148,,1.1056016084561637,sers_only
alanine,amino_acid,1596.0,1602.0,6.0,4.192113435619403,Medium,Intensity enhanced,0.19689934541493237,0.8254243955707171,1.4715735004172505,0.5077736153933252,matched
alanine,amino_acid,,1610.0,,,None,SERS-only,,0.8409079132712627,,2.8120322003469598,sers_only
alanine,amino_acid,,1632.0,,,None,SERS-only,,0.6290778711284905,,1.0696069358433968,sers_only
alanine,amino_acid,,1652.0,,,None,SERS-only,,0.4863722906878518,,0.6851845811160027,sers_only
alanine,amino_acid,,1664.0,,,None,SERS-only,,0.5390842126652771,,1.1305404698419659,sers_only
alanine,amino_acid,,1674.0,,,None,SERS-only,,0.4127993950969424,,0.5590881776358072,sers_only
alanine,amino_acid,,1702.0,,,None,SERS-only,,0.4185069548881952,,0.9419509343299053,sers_only
alanine,amino_acid,,1714.0,,,None,SERS-only,,0.667221080796554,,1.5647824928260867,sers_only
alanine,amino_acid,,1738.0,,,None,SERS-only,,0.47320607123605435,,0.5475450622957131,sers_only
albumin,protein,532.0,,,,None,Absent in SERS,0.5590934511517123,,0.6964023215831975,,raman_only
albumin,protein,568.0,,,,None,Absent in SERS,0.40248050111282807,,0.6205644171688933,,raman_only
albumin,protein,650.0,,,,None,Absent in SERS,0.5789839787950485,,1.7096718800442074,,raman_only
albumin,protein,,664.0,,,None,SERS-only,,0.27812336555477396,,1.6905196055690461,sers_only
albumin,protein,742.0,,,,None,Absent in SERS,0.34284202521080764,,0.6697447950876625,,raman_only
albumin,protein,,792.0,,,None,SERS-only,,0.2247178759831586,,1.0072678367047947,sers_only
albumin,protein,828.0,,,,None,Absent in SERS,0.4157057912128235,,0.8228274198545429,,raman_only
albumin,protein,852.0,856.0,4.0,0.6477394816819184,High,Intensity reduced,0.5637897558426638,0.36518888487484186,0.7034139678825196,2.414920972749109,matched
albumin,protein,896.0,,,,None,Absent in SERS,0.5849787907526871,,0.7757872728345928,,raman_only
albumin,protein,940.0,946.0,6.0,0.3706200778615105,Medium,Intensity reduced,0.7565379211612258,0.2803881436165789,2.8349456721570223,0.8957362718149765,matched
albumin,protein,1004.0,,,,None,Absent in SERS,0.9002687526123061,,3.8734602316385973,,raman_only
albumin,protein,1034.0,,,,None,Absent in SERS,0.7337936897585273,,2.3768373918294277,,raman_only
albumin,protein,,1052.0,,,None,SERS-only,,1.0,,7.573131160479106,sers_only
albumin,protein,1084.0,,,,None,Absent in SERS,0.569646341590248,,0.5711818675869662,,raman_only
albumin,protein,1102.0,1110.0,8.0,0.6033551076845396,Medium,Intensity reduced,0.6099546659714327,0.36801926377323624,0.8794383924777638,0.8311286751894476,matched
albumin,protein,,1190.0,,,None,SERS-only,,0.33810061224734195,,1.8681848943111654,sers_only
albumin,protein,1206.0,,,,None,Absent in SERS,0.5692857829059148,,1.9639641252975764,,raman_only
albumin,protein,,1258.0,,,None,SERS-only,,0.2242383600380041,,0.8569973637609388,sers_only
albumin,protein,1336.0,1332.0,-4.0,0.3764576170076329,High,Intensity reduced,0.9219463501071034,0.34707372634666256,4.043522055027632,2.556348915971085,matched
albumin,protein,1448.0,,,,None,Absent in SERS,1.0,,4.54041174571637,,raman_only
albumin,protein,,1482.0,,,None,SERS-only,,0.2741412716330832,,1.7494294525286131,sers_only
albumin,protein,1606.0,1610.0,4.0,1.0122873721273031,High,Strong correspondence,0.5901342543434074,0.5973854545438807,0.9017929463799462,4.219052889431572,matched
albumin,protein,1654.0,,,,None,Absent in SERS,0.8522829769175987,,3.5124868087779033,,raman_only
arginine,amino_acid,,534.0,,,None,SERS-only,,0.6079611892344348,,0.7703055892912971,sers_only
arginine,amino_acid,552.0,550.0,-2.0,2.806295020455864,High,Intensity enhanced,0.25574660581470476,0.7177004292025898,1.9896571525612803,2.128691448032621,matched
arginine,amino_acid,576.0,570.0,-6.0,2.7479700764564954,Medium,Intensity enhanced,0.18365204269766974,0.5046703205612771,0.9930352163369343,0.9400181443630283,matched
arginine,amino_acid,,584.0,,,None,SERS-only,,0.5097299749381189,,1.2152378984096779,sers_only
arginine,amino_acid,612.0,620.0,8.0,2.557722112197727,Medium,Intensity enhanced,0.22483622554555038,0.5750685882586518,1.5254029699614844,1.3664847208940971,matched
arginine,amino_acid,,638.0,,,None,SERS-only,,0.7194928276269549,,1.1793428108991295,sers_only
arginine,amino_acid,,656.0,,,None,SERS-only,,0.7885763398156153,,2.796682166982386,sers_only
arginine,amino_acid,,670.0,,,None,SERS-only,,0.54802258917583,,1.0279925990822671,sers_only
arginine,amino_acid,,694.0,,,None,SERS-only,,0.6125602104767139,,0.728997594047608,sers_only
arginine,amino_acid,,708.0,,,None,SERS-only,,0.7274510928629285,,1.980867785717754,sers_only
arginine,amino_acid,,738.0,,,None,SERS-only,,0.7284110722516448,,1.8968905397075568,sers_only
arginine,amino_acid,,760.0,,,None,SERS-only,,0.703461820911024,,0.9344389815974496,sers_only
arginine,amino_acid,,774.0,,,None,SERS-only,,0.7730013312280625,,2.62986366030734,sers_only
arginine,amino_acid,,810.0,,,None,SERS-only,,0.6315197047151138,,1.1314356320233818,sers_only
arginine,amino_acid,,828.0,,,None,SERS-only,,0.5209130613603805,,0.7000617226360798,sers_only
arginine,amino_acid,850.0,854.0,4.0,2.9506846192390985,High,Intensity enhanced,0.20222424788530438,0.5966999808230471,1.5469334467064457,1.2056868572112123,matched
arginine,amino_acid,,874.0,,,None,SERS-only,,0.4195759899234697,,0.9450721085566395,sers_only
arginine,amino_acid,,890.0,,,None,SERS-only,,0.5124492781000339,,1.1123957269403897,sers_only
arginine,amino_acid,922.0,918.0,-4.0,3.2656281461924723,High,Intensity enhanced,0.1760725004531457,0.5749873165159076,1.3430305211421132,1.575746173392762,matched
arginine,amino_acid,,942.0,,,None,SERS-only,,0.5470096691585256,,0.7599889997106425,sers_only
arginine,amino_acid,,958.0,,,None,SERS-only,,0.7188876659474476,,1.6284107594720627,sers_only
arginine,amino_acid,,976.0,,,None,SERS-only,,0.8751681379086097,,0.5023726939084174,sers_only
arginine,amino_acid,982.0,986.0,4.0,0.899231764876114,High,Strong correspondence,1.0,0.8992317657753458,8.002487237982589,1.778915178288692,matched
arginine,amino_acid,,1004.0,,,None,SERS-only,,0.9395982732566462,,3.101731500054614,sers_only
arginine,amino_acid,1032.0,1032.0,0.0,5.932105211140434,High,Intensity enhanced,0.1295280135287233,0.7683738099745134,0.9009275895223811,1.2519270288807418,matched
arginine,amino_acid,,1054.0,,,None,SERS-only,,0.5663058337523309,,0.937850152064116,sers_only
arginine,amino_acid,1068.0,1068.0,0.0,1.0657867404178134,High,Strong correspondence,0.5825459280518644,0.6208697268678534,4.647560913722053,0.9703375501905118,matched
arginine,amino_acid,1100.0,,,,None,Absent in SERS,0.29077463206561516,,1.7695542238589945,,raman_only
arginine,amino_acid,,1120.0,,,None,SERS-only,,0.689399766648737,,1.662518488001496,sers_only
arginine,amino_acid,,1136.0,,,None,SERS-only,,0.4979905137714949,,0.6016205381291992,sers_only
arginine,amino_acid,,1150.0,,,None,SERS-only,,0.6179277823983125,,1.3558344781436813,sers_only
arginine,amino_acid,,1164.0,,,None,SERS-only,,0.8281045292741619,,1.8749484136564178,sers_only
arginine,amino_acid,1190.0,1184.0,-6.0,4.377921137763633,Medium,Intensity enhanced,0.217432068073491,0.9519004512245185,1.7052409854256212,3.3194222741480703,matched
arginine,amino_acid,,1210.0,,,None,SERS-only,,0.7180516637711064,,2.107035851278308,sers_only
arginine,amino_acid,,1228.0,,,None,SERS-only,,0.6043229796920744,,1.268099894097507,sers_only
arginine,amino_acid,,1258.0,,,None,SERS-only,,0.813334651153672,,2.5705729623967377,sers_only
arginine,amino_acid,,1286.0,,,None,SERS-only,,1.0,,4.49566121270656,sers_only
arginine,amino_acid,1298.0,1302.0,4.0,2.6475618424514775,High,Intensity enhanced,0.2644751063553979,0.7002142025124096,2.0932290957721857,1.305714471252241,matched
arginine,amino_acid,,1314.0,,,None,SERS-only,,0.6971985351278193,,0.852172054614512,sers_only
arginine,amino_acid,,1340.0,,,None,SERS-only,,0.7411164422071369,,1.1909102796577833,sers_only
arginine,amino_acid,,1354.0,,,None,SERS-only,,0.8525462662450279,,2.7966369845661028,sers_only
arginine,amino_acid,,1368.0,,,None,SERS-only,,0.6713873190597415,,0.7404961907345033,sers_only
