analyte,family,family_ambiguous,n_raman,n_sers,raman_sources,sers_sources,raman_multi_source,within_raman_cos,within_sers_cos,cosine,pearson,spearman,spectral_angle_deg,nrmse,derivative_corr,xcorr_max,xcorr_lag_cm,dtw,peak_overlap,peak_jaccard,peak_precision,peak_recall,peak_f1,n_raman_peaks,n_sers_peaks,n_matched,n_raman_only,n_sers_only,matched_pct_of_raman,unmatched_pct_of_raman,mean_shift,median_shift,mean_abs_shift,max_abs_shift,std_shift,peak_correspondence_score,align_baseline_cosine,align_baseline_peak_f1,align_optimal_shift_cm,align_aligned_cosine,align_aligned_peak_f1,align_cosine_gain,align_peak_f1_gain,red_n_pairs,red_peak_rank_corr,red_norm_intensity_corr,red_band_ratio_preservation,red_intensity_redistribution_index,reproducibility_ceiling,cosine_vs_ceiling,interpretation
creatinine,small_nitrogenous,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9971375309518412,0.49341034485044377,0.4745725238281452,0.47457252382814624,0.45507324812585564,61.668479251914405,0.13156591585625213,0.1300448369242445,0.5276620771863694,-4.0,0.27853585004245,0.36,0.21951219512195122,0.21951219512195122,1.0,0.36,9,41,9,0,32,100.0,0.0,4.666666666666667,6.0,7.777777777777778,12.0,6.666666666666667,0.12666666666666668,0.4745725238281452,0.36,-4.0,0.5276632962517005,0.36,0.05309077242355531,0.0,9,0.3,0.48020851664134573,0.13416169053201682,0.17930830434566417,0.7452739379011425,0.6367759553817851,"Of 9 prominent Raman bands, 9 (100%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.36), while the full-profile cosine is only +0.47 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 680 cm⁻¹ (ring) → 682 cm⁻¹ (+8). Modest systematic displacement (mean |Δν| 7.8 cm⁻¹, median 6.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Intensity transfer is partial (peak-rank ρ 0.30, redistribution 0.18), with enhancement favouring a subset of modes. Notes: 32/41 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
cysteine,amino_acid,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9996938139744143,0.4168388655607688,0.08279003930317275,0.08279003930317294,0.1901492654318454,85.25104454840933,0.13993646460762693,0.03543149818185379,0.43649910343773984,-170.0,0.3245678778732739,0.3389830508474576,0.20408163265306123,0.2222222222222222,0.7142857142857143,0.3389830508474576,14,45,10,4,35,71.42857142857143,28.57142857142857,-2.2,-2.0,6.6,12.0,7.4,0.15254237288135594,0.08279003930317275,0.3389830508474576,10.0,0.13101135177469309,0.3728813559322034,0.04822131247152034,0.03389830508474578,10,-0.33333333333333326,-0.4388326994161745,-0.6250572530280265,0.29812315177618753,0.7082663397675916,0.11689111094893939,"Of 14 prominent Raman bands, 10 (71%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.34), while the full-profile cosine is only +0.08 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 640→640 cm⁻¹ (+0); 1346→1344 cm⁻¹ (-2); 772→760 cm⁻¹ (-12). Modest systematic displacement (mean |Δν| 6.6 cm⁻¹, median -2.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.33, redistribution index 0.30): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 35/45 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
ergothioneine,cofactor,True,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9984668530227402,0.9857603513303385,0.2996597820308895,0.29965978203088994,0.24536530037095153,72.56283000354965,0.14011878569489458,-0.0360410751051891,0.36151517100871833,28.0,0.18467617140391696,0.22222222222222224,0.125,0.25,0.2,0.22222222222222224,10,8,2,8,6,20.0,80.0,0.0,0.0,10.0,10.0,10.0,0.03703703703703703,0.2996597820308895,0.22222222222222224,-10.0,0.33541021640113644,0.22222222222222224,0.03575043437024694,0.0,2,,,,,0.9921136021765393,0.3020418038554089,"Of 10 prominent Raman bands, 2 (20%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.22), while the full-profile cosine is only +0.30 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 1008→1018 cm⁻¹ (+10); 1450→1440 cm⁻¹ (-10). Larger displacements (mean |Δν| 10.0 cm⁻¹, max 10.0 cm⁻¹) suggest strong surface interaction or ambiguous band assignment in a congested region. Notes: 6/8 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; 8/10 Raman bands are not recovered, consistent with modes whose polarisability change lies unfavourably relative to the surface normal."
fructose,saccharide,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9998227290574739,0.4594456921368055,0.051267879994566466,0.05126787999456657,0.11264939050442792,87.06127853800247,0.15577190056279416,-0.033643244721262934,0.2464582696797388,-168.0,0.3775359062676897,0.31746031746031744,0.18867924528301888,0.2,0.7692307692307693,0.31746031746031744,13,50,10,3,40,76.92307692307693,23.076923076923073,-2.4,-5.0,6.4,12.0,6.8,0.14814814814814814,0.051267879994566466,0.31746031746031744,10.0,0.1297061066425326,0.41269841269841273,0.07843822664796612,0.09523809523809529,10,-0.38181818181818183,-0.05870251302831456,-0.18581383016899472,0.23352587716726608,0.7296342105971397,0.07026518116880558,"Of 13 prominent Raman bands, 10 (77%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.32), while the full-profile cosine is only +0.05 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 626→622 cm⁻¹ (-4); 872→860 cm⁻¹ (-12); 1084→1090 cm⁻¹ (+6). Modest systematic displacement (mean |Δν| 6.4 cm⁻¹, median -5.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.38, redistribution index 0.23): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 40/50 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
fructose-6-phosphate,saccharide,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.9799063026533462,0.2758645148864616,-0.05240223065493026,-0.052402230654930396,0.06031558154469809,93.00380246184467,0.15754842436295574,-0.036757689080418515,0.3505093197866787,-50.0,0.28941418274256536,0.22222222222222224,0.125,0.12727272727272726,0.875,0.22222222222222224,8,55,7,1,48,87.5,12.5,-6.857142857142857,-10.0,9.714285714285714,12.0,7.395530917454163,0.04232804232804235,-0.05240223065493026,0.22222222222222224,10.0,0.016719844026689346,0.22222222222222224,0.0691220746816196,0.0,7,-0.6071428571428572,-0.5167798337790983,-0.437915257957208,0.3042174213761339,0.627885408769904,-0.08345827108419664,"Of 8 prominent Raman bands, 7 (88%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.22), while the full-profile cosine is only -0.05 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 972→962 cm⁻¹ (-10); 832→820 cm⁻¹ (-12); 1460→1470 cm⁻¹ (+10). Larger displacements (mean |Δν| 9.7 cm⁻¹, max 12.0 cm⁻¹) suggest strong surface interaction or ambiguous band assignment in a congested region. Relative intensities are strongly reordered (peak-rank ρ -0.61, redistribution index 0.30): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 48/55 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
galactose,saccharide,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9973197487933515,0.3319377295143349,0.2579329490399322,0.25793294903993286,0.30270031769847755,75.05255407010483,0.15521503802489905,0.06831346239934094,0.2679847221331895,4.0,0.28260752144268614,0.4927536231884058,0.3269230769230769,0.3269230769230769,1.0,0.4927536231884058,17,52,17,0,35,100.0,0.0,-2.7058823529411766,-2.0,5.529411764705882,12.0,6.017276165903258,0.2657004830917875,0.2579329490399322,0.4927536231884058,4.0,0.26801571473310487,0.4927536231884058,0.01008276569317268,0.0,17,0.11519607843137256,0.056859804909938055,-0.02177955057449177,0.24930837759087188,0.6646287391538432,0.3880857595299198,"Of 17 prominent Raman bands, 17 (100%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.49), while the full-profile cosine is only +0.26 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 872→870 cm⁻¹ (-2); 528→536 cm⁻¹ (+8); 1268→1272 cm⁻¹ (+4). Modest systematic displacement (mean |Δν| 5.5 cm⁻¹, median -2.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ 0.12, redistribution index 0.25): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 35/52 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
glucose,saccharide,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9955710246730695,0.3875835084518098,0.09535219982933396,0.09535219982933421,0.09403884691524038,84.52840859984727,0.20024778394973597,-0.06468343124406556,0.3184343144083657,26.0,0.3000745473787288,0.3793103448275862,0.23404255319148937,0.2391304347826087,0.9166666666666666,0.3793103448275862,12,46,11,1,35,91.66666666666666,8.333333333333337,-0.7272727272727273,2.0,5.818181818181818,12.0,6.7297292812079075,0.1954022988505747,0.09535219982933396,0.3793103448275862,10.0,0.28190613093881234,0.3448275862068966,0.18655393110947838,-0.03448275862068961,11,-0.3181818181818182,0.14160886602288952,-0.3098683102364806,0.2509131578898698,0.6915772665624396,0.1378764231266486,"Of 12 prominent Raman bands, 11 (92%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.38), while the full-profile cosine is only +0.10 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 1120 cm⁻¹ (C-O-C) → 1118 cm⁻¹ (-2). Modest systematic displacement (mean |Δν| 5.8 cm⁻¹, median 2.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.32, redistribution index 0.25): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 35/46 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
glutamate,amino_acid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.6831896030281582,0.5217380021904933,0.13749122304443995,0.13749122304444034,0.20528172332535868,82.0972999710124,0.14880938307824407,0.08568804206382966,0.3029142577015056,338.0,0.31855997660367186,0.35294117647058826,0.21428571428571427,0.22641509433962265,0.8,0.35294117647058826,15,53,12,3,41,80.0,19.999999999999996,0.8333333333333334,-1.0,5.166666666666667,12.0,6.025409160841739,0.20098039215686275,0.13749122304443995,0.35294117647058826,4.0,0.15185455840335363,0.3823529411764706,0.014363335358913681,0.02941176470588236,12,-0.3426573426573427,-0.07617955799343074,-0.14745050371655172,0.36559433217212045,0.6024638026093257,0.2282149109190509,"Of 15 prominent Raman bands, 12 (80%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.35), while the full-profile cosine is only +0.14 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 866→866 cm⁻¹ (+0); 1408→1404 cm⁻¹ (-4); 920→916 cm⁻¹ (-4). Modest systematic displacement (mean |Δν| 5.2 cm⁻¹, median -1.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.34, redistribution index 0.37): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 41/53 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
glutathione,cofactor,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.6033322128731282,0.8357224782997081,0.2616363772188509,0.2616363772188515,0.40096462340337863,74.83281884394492,0.2740964314090311,0.08993242971225726,0.31203122632145736,366.0,0.2761211000116851,0.23529411764705882,0.13333333333333333,0.2,0.2857142857142857,0.23529411764705882,14,20,4,10,16,28.57142857142857,71.42857142857143,5.0,9.0,9.0,10.0,7.54983443527075,0.058823529411764705,0.2616363772188509,0.23529411764705882,-6.0,0.26946795381401023,0.23529411764705882,0.007831576595159317,0.0,4,-0.7999999999999999,0.47920565379551405,-0.736135575071881,0.16773363101569264,0.7195273455864182,0.3636225625387678,"Of 14 prominent Raman bands, 4 (29%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.24), while the full-profile cosine is only +0.26 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 522→532 cm⁻¹ (+10); 1664→1672 cm⁻¹ (+8); 1172→1182 cm⁻¹ (+10). Larger displacements (mean |Δν| 9.0 cm⁻¹, max 10.0 cm⁻¹) suggest strong surface interaction or ambiguous band assignment in a congested region. Intensity transfer is partial (peak-rank ρ -0.80, redistribution 0.17), with enhancement favouring a subset of modes. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 16/20 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; 10/14 Raman bands are not recovered, consistent with modes whose polarisability change lies unfavourably relative to the surface normal; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
glycerol,polyol,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.9905742022076786,0.5764648963999822,0.34770531246454406,0.3477053124645447,0.30236692383274905,69.65297415360901,0.22226171529728522,0.11044020344996132,0.3477053124637672,0.0,0.31377325549520896,0.3137254901960785,0.18604651162790697,0.18604651162790697,1.0,0.3137254901960785,8,43,8,0,35,100.0,0.0,1.5,4.0,5.0,6.0,4.9749371855331,0.18300653594771243,0.34770531246454406,0.3137254901960785,0.0,0.34770531246454406,0.3137254901960785,0.0,0.0,8,-0.30952380952380953,0.5236160812561237,-0.17378048595195433,0.20191718091232297,0.7835195493038304,0.4437736273121529,"Of 8 prominent Raman bands, 8 (100%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.31), while the full-profile cosine is only +0.35 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 850→846 cm⁻¹ (-4); 1058→1060 cm⁻¹ (+2); 1468→1464 cm⁻¹ (-4). Modest systematic displacement (mean |Δν| 5.0 cm⁻¹, median 4.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.31, redistribution index 0.20): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 35/43 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
glycine,amino_acid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.8072946515907917,0.5613784469992782,0.09578817496802106,0.09578817496802126,0.11028210970915023,84.50331419946761,0.1319322002110167,-0.03825851931638308,0.2449324266479607,-296.0,0.3821463860375389,0.21428571428571427,0.12,0.12244897959183673,0.8571428571428571,0.21428571428571427,7,49,6,1,43,85.71428571428571,14.28571428571429,2.3333333333333335,3.0,7.0,12.0,7.249521056977182,0.08928571428571427,0.09578817496802106,0.21428571428571427,-10.0,0.1965780378615291,0.17857142857142858,0.10078986289350805,-0.0357142857142857,6,-0.2,0.081018454755836,-0.5078209832318841,0.3649308780182052,0.684336549295035,0.13997232073414265,"Of 7 prominent Raman bands, 6 (86%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.21), while the full-profile cosine is only +0.10 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 894→902 cm⁻¹ (+8); 1442→1450 cm⁻¹ (+8); 1036→1034 cm⁻¹ (-2). Modest systematic displacement (mean |Δν| 7.0 cm⁻¹, median 3.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.20, redistribution index 0.36): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 43/49 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
glycogen,polysaccharide,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.8673322061330881,0.45574102208215955,0.23188795744982152,0.23188795744982207,0.24268390848367904,76.59175078412885,0.24419876979643454,0.010772438195211424,0.2430403127547888,-6.0,0.27704718573256004,0.5555555555555555,0.38461538461538464,0.4444444444444444,0.7407407407407407,0.5555555555555555,27,45,20,7,25,74.07407407407408,25.92592592592593,-3.3,-5.0,5.5,12.0,5.77148161220323,0.30092592592592593,0.23188795744982152,0.5555555555555555,-6.0,0.24314901746999032,0.5555555555555555,0.0112610600201688,0.0,20,0.23308270676691725,0.20912096839032634,0.26206829017555233,0.1856811775946452,0.6615366141076239,0.35052928667089045,"Of 27 prominent Raman bands, 20 (74%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.56), while the full-profile cosine is only +0.23 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 1334→1322 cm⁻¹ (-12); 858→852 cm⁻¹ (-6); 940→936 cm⁻¹ (-4). Modest systematic displacement (mean |Δν| 5.5 cm⁻¹, median -5.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ 0.23, redistribution index 0.19): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: 25/45 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
guanine,purine,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.9774896002948631,0.8834039266503029,0.2969510946645046,0.2969510946645051,0.09746692536134265,72.72542950495891,0.1178934144963731,0.03259222232477929,0.5239555130619552,8.0,0.2597493795543206,0.2105263157894737,0.11764705882352941,0.18181818181818182,0.25,0.2105263157894737,8,11,2,6,9,25.0,75.0,-9.0,-9.0,9.0,10.0,1.0,0.052631578947368425,0.2969510946645046,0.2105263157894737,8.0,0.5242216418784482,0.2105263157894737,0.22727054721394363,0.0,2,,,,,0.930446763472583,0.3191489361048809,"Of 8 prominent Raman bands, 2 (25%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.21), while the full-profile cosine is only +0.30 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 650 cm⁻¹ (purine ring) → 642 cm⁻¹ (-8). Larger displacements (mean |Δν| 9.0 cm⁻¹, max 10.0 cm⁻¹) suggest strong surface interaction or ambiguous band assignment in a congested region. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 9/11 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; 6/8 Raman bands are not recovered, consistent with modes whose polarisability change lies unfavourably relative to the surface normal; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
histidine,amino_acid,False,4,5,RamanBioLib|gobbato_raman_metabolites,gobbato_sers_metabolites,True,0.9329698636701411,0.38522505581558875,0.045459384817830725,0.04545938481783081,0.07140934620615332,87.3944711729345,0.14680778681908072,0.07220010901143632,0.2516750896093237,-176.0,0.3345031987883884,0.48101265822784806,0.31666666666666665,0.3220338983050847,0.95,0.48101265822784806,20,59,19,1,40,95.0,5.000000000000004,1.4736842105263157,2.0,4.631578947368421,10.0,5.265262737010443,0.2953586497890295,0.045459384817830725,0.48101265822784806,-10.0,0.1506407565867114,0.48101265822784806,0.10518137176888066,0.0,19,0.12280701754385966,0.01770598701599911,0.2857227569842975,0.2585357784914935,0.6590974597428649,0.06897217421466909,"Of 20 prominent Raman bands, 19 (95%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.48), while the full-profile cosine is only +0.05 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 1318→1322 cm⁻¹ (+4); 1272→1270 cm⁻¹ (-2); 1176→1180 cm⁻¹ (+4). Modest systematic displacement (mean |Δν| 4.6 cm⁻¹, median 2.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ 0.12, redistribution index 0.26): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 40/59 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features; Raman replicates span two sources (Gobbato powder + RamanBioLib), so within-Raman spread here is partly inter-instrument, not pure measurement noise."
hydroxyproline,amino_acid,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9998496535339784,0.2457989204304949,0.10093659196844242,0.10093659196844268,0.21754063588312755,84.20689385332413,0.1108803471417819,-0.06450228503460317,0.2509052435379953,-12.0,0.26249327706259773,0.24,0.13636363636363635,0.13953488372093023,0.8571428571428571,0.24,7,43,6,1,37,85.71428571428571,14.28571428571429,-0.6666666666666666,-5.0,8.666666666666666,12.0,9.140872800534726,0.06666666666666667,0.10093659196844242,0.24,-10.0,0.2389296407908492,0.16,0.13799304882240676,-0.07999999999999999,6,0.6571428571428573,0.6398789673915176,0.7055371817544097,0.31615309193982283,0.6228242869822367,0.16206271026698288,"Of 7 prominent Raman bands, 6 (86%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.24), while the full-profile cosine is only +0.10 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 852→864 cm⁻¹ (+12); 1066→1058 cm⁻¹ (-8); 1324→1320 cm⁻¹ (-4). Larger displacements (mean |Δν| 8.7 cm⁻¹, max 12.0 cm⁻¹) suggest strong surface interaction or ambiguous band assignment in a congested region. Relative band intensities are comparatively well preserved (peak-rank ρ 0.66, redistribution 0.32), an unusually faithful transfer for a colloidal SERS measurement. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 37/43 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
hypoxanthine,purine,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9834871069002613,0.7930108949137631,0.48647347982663813,0.48647347982663885,0.5388076287165007,60.89094402312438,0.12881028464382244,0.37132234790895247,0.5812612124358436,-4.0,0.23605395883413602,0.4615384615384615,0.3,0.6,0.375,0.4615384615384615,16,10,6,10,4,37.5,62.5,2.3333333333333335,3.0,4.333333333333333,10.0,4.533823502911814,0.2948717948717948,0.48647347982663813,0.4615384615384615,-4.0,0.581262088645437,0.5384615384615384,0.09478860881879891,0.07692307692307693,6,0.3714285714285715,0.9056519749216609,0.5711719123996775,0.17377346671400226,0.8882490009070122,0.5476769231711924,"Of 16 prominent Raman bands, 6 (38%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.46), while the full-profile cosine is only +0.49 — the band inventory therefore agrees far better than the overall spectral shape. Characteristic bands are retained: 725 cm⁻¹ (purine ring breathing) → 724 cm⁻¹ (+4). Modest systematic displacement (mean |Δν| 4.3 cm⁻¹, median 3.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Intensity transfer is partial (peak-rank ρ 0.37, redistribution 0.17), with enhancement favouring a subset of modes. Notes: 10/16 Raman bands are not recovered, consistent with modes whose polarisability change lies unfavourably relative to the surface normal."
isoleucine,amino_acid,False,3,5,gobbato_raman_metabolites,gobbato_sers_metabolites,False,0.9888537794154336,0.40332546070081554,0.21022923678012714,0.21022923678012767,0.23405298903707047,77.86421356041213,0.2000696658330409,0.07817986338720988,0.22985553640618867,-4.0,0.32799121691540406,0.4999999999999999,0.3333333333333333,0.35,0.875,0.4999999999999999,24,60,21,3,39,87.5,12.5,0.6666666666666666,0.0,4.666666666666667,12.0,5.800930412510881,0.3055555555555555,0.21022923678012714,0.4999999999999999,-4.0,0.22999548922369056,0.5238095238095238,0.01976625244356342,0.023809523809523947,21,-0.2675324675324675,0.24246992079148855,-0.3030009144904513,0.19559373868005972,0.6960896200581246,0.3020146123750167,"Of 24 prominent Raman bands, 21 (88%) have an Ag-SERS counterpart within 12 cm⁻¹ (peak F1 0.50), while the full-profile cosine is only +0.21 — the band inventory therefore agrees far better than the overall spectral shape. Strongest retained correspondences: 1448→1450 cm⁻¹ (+2); 1328→1322 cm⁻¹ (-6); 1354→1354 cm⁻¹ (+0). Modest systematic displacement (mean |Δν| 4.7 cm⁻¹, median 0.0 cm⁻¹) consistent with chemisorption/charge transfer at the Ag surface rather than a change of vibrational identity. Relative intensities are strongly reordered (peak-rank ρ -0.27, redistribution index 0.20): the same modes are observed but re-weighted by SERS surface selection rules, not replaced. Notes: a band in the 1380–1430 cm⁻¹ carboxylate symmetric-stretch window is present in Ag-SERS, the expected signature of COO⁻ anchoring to the colloid; 39/60 Ag-SERS bands have no Raman counterpart, which may reflect surface-activated modes, adsorbate reorientation, or residual citrate/colloid features."
