spectrum_id,canonical_id,true_class,predicted_class,source,excitation,fold,explained_variance,residual_fraction,n_active_csms,true_class_rank,max_evidence,margin,calibrated_confidence,correct,low_ev,error_type
gobbato_raman_metabolites::Mann::02,(+)-mannose,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,4,0.7855337901843318,0.21446620981566827,18,1,0.43539572819782285,0.19352244209697406,0.5538562206576195,True,False,correct
gobbato_raman_metabolites::Mann::03,(+)-mannose,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,4,0.7637376166757108,0.2362623833242892,17,1,0.42797692403530624,0.16729526891499696,0.6297896118852017,True,False,correct
ramanbiolib::20,(+)-mannose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,785.0,4,0.7811628902377319,0.21883710976226814,18,1,0.438732990736453,0.1920501719447981,0.6247646550617183,True,False,correct
ramanbiolib::183,(+)-raffinose pentahydrate,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,1064.0,2,0.7099607984965748,0.2900392015034252,13,1,0.4526177502229377,0.4065486658132518,0.9962635033463954,True,False,correct
ramanbiolib::184,(+)-sucrose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,1064.0,4,0.743253163929676,0.25674683607032395,13,1,0.6207404280347458,0.10056068067354595,0.5974653829634293,True,False,correct
ramanbiolib::21,(+)-trehalose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,785.0,4,0.7887380043145851,0.21126199568541498,11,1,0.5988069730669004,0.4484465154808373,0.9645258903385497,True,False,correct
ramanbiolib::185,(+)-xylose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,1064.0,4,0.9022444143823153,0.09775558561768476,3,1,0.11173278428952328,0.010168770818670264,0.5175589908864503,True,False,correct
ramanbiolib::22,(+)-xylose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,785.0,4,0.9111882048037532,0.08881179519624688,10,1,0.1231194872851709,0.01748898422585371,0.507215560693241,True,False,correct
ramanbiolib::23,(-)-arabinose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,785.0,0,0.934717771380306,0.06528222861969399,5,1,0.4127902488761432,0.31082628025774717,0.9366652830359462,True,False,correct
gobbato_raman_metabolites::Fruct::01,(-)-fructose,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,2,0.6452860105600604,0.3547139894399396,5,1,0.45438837695490736,0.44349092448715133,0.9998063386182615,True,False,correct
gobbato_raman_metabolites::Fruct::02,(-)-fructose,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,2,0.7583168098791038,0.24168319012089629,8,1,0.5036933982756001,0.49304783654774076,0.9998824875965757,True,False,correct
gobbato_raman_metabolites::Fruct::03,(-)-fructose,mono_oligosaccharide,mono_oligosaccharide,gobbato_raman_metabolites,785.0,2,0.6713446571905164,0.32865534280948366,5,1,0.4484937033873489,0.433549390395079,0.9996036183601267,True,False,correct
ramanbiolib::186,(-)-fructose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,1064.0,2,0.673691565614525,0.326308434385475,5,1,0.44804147947108164,0.433536896666019,0.9996295151710546,True,False,correct
ramanbiolib::24,(-)-fructose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,785.0,2,0.6744045412076003,0.32559545879239976,5,1,0.45110773620094735,0.436923531283541,0.9996492334447681,True,False,correct
ramanbiolib::187,(-)-ribose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,1064.0,1,0.8076749838451056,0.1923250161548944,8,1,0.577464045176248,0.3457764331417854,0.5347407017858384,True,False,correct
ramanbiolib::1,12-methyltetradecanoic acid,fatty_acid,fatty_acid,RamanBioLib,785.0,2,0.9286333174533716,0.07136668254662833,9,1,0.741607798426452,0.6041047772221079,0.9672644364416879,True,False,correct
ramanbiolib::2,13-methylmyristicacid,fatty_acid,fatty_acid,RamanBioLib,785.0,4,0.9284132939349334,0.07158670606506655,5,1,0.5326804191212419,0.41028610990224423,0.9610337418395395,True,False,correct
ramanbiolib::3,14-methylhexadecanoic acid,fatty_acid,fatty_acid,RamanBioLib,785.0,2,0.9467113794280145,0.05328862057198542,7,1,0.7228629114038273,0.6225035089929312,0.9831704781982985,True,False,correct
ramanbiolib::4,14-methylpentadecanoic acid,fatty_acid,fatty_acid,RamanBioLib,785.0,4,0.9825398979186553,0.01746010208134474,6,1,0.8123481579391526,0.6995240987209179,0.9924986778963842,True,False,correct
ramanbiolib::5,15-methylpalmiticacid,fatty_acid,fatty_acid,RamanBioLib,785.0,0,0.9800393051462004,0.019960694853799563,8,1,0.783844641180842,0.5354745018225917,0.8998509628537389,True,False,correct
ramanbiolib::176,2-deoxy-d-ribose,mono_oligosaccharide,mono_oligosaccharide,RamanBioLib,1064.0,2,0.7637694454064543,0.23623055459354575,9,1,0.40830052894241525,0.3622126652997947,0.9922431209946836,True,False,correct
ramanbiolib::168,a-dna,nucleic_acid_polymer,nucleic_acid_polymer,RamanBioLib,514.5,0,0.9494476953388523,0.05055230466114771,7,1,1.239324411628658,1.1035700838701334,0.990154414283065,True,False,correct
gobbato_raman_metabolites::Acetoacet::01,acetoacetate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,3,0.6334409286804,0.36655907131959997,7,1,0.7713639551199326,0.5316071152251802,0.8163101913090733,True,False,correct
gobbato_raman_metabolites::Acetoacet::02,acetoacetate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,3,0.6984112068597401,0.3015887931402599,10,1,0.8190317237997085,0.6065886146042165,0.8339967923630551,True,False,correct
gobbato_raman_metabolites::Acetoacet::03,acetoacetate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,3,0.6964618511109832,0.3035381488890167,10,1,0.8280471221678617,0.6147376696059778,0.8379823653911955,True,False,correct
ramanbiolib::6,acetoacetate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,RamanBioLib,785.0,3,0.6955302364063386,0.3044697635936614,10,1,0.8226683453083474,0.6097929877283422,0.8352586095240881,True,False,correct
gobbato_raman_metabolites::AcCoA::01,acetyl-coa,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,0,0.7801317884746702,0.2198682115253298,5,1,1.0613831222012418,0.927975700184386,0.9735612359977074,True,False,correct
gobbato_raman_metabolites::AcCoA::02,acetyl-coa,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,0,0.9407363647462497,0.05926363525375033,10,1,1.1326940219925852,1.0496360645399716,0.9952579776178854,True,False,correct
gobbato_raman_metabolites::AcCoA::03,acetyl-coa,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,0,0.9465287180845929,0.0534712819154071,11,1,1.1356556861896625,1.0524165110940156,0.9951891334251047,True,False,correct
ramanbiolib::7,acetyl-coa,sulfur_thiol_cofactor,sulfur_thiol_cofactor,RamanBioLib,785.0,0,0.948078591663544,0.051921408336455976,10,1,1.1360787478874068,1.0536770650059095,0.9955685233136259,True,False,correct
gobbato_raman_metabolites::Ade::01,adenine,purine,purine,gobbato_raman_metabolites,785.0,0,0.5048370965279687,0.49516290347203124,3,1,0.9206727745501505,0.7419637681596907,0.9669731040768155,True,False,correct
gobbato_raman_metabolites::Ade::02,adenine,purine,purine,gobbato_raman_metabolites,785.0,0,0.6125408739836756,0.3874591260163244,8,1,0.9820182005380621,0.8658932755263822,0.9871327030528307,True,False,correct
gobbato_raman_metabolites::Ade::03,adenine,purine,purine,gobbato_raman_metabolites,785.0,0,0.602332127418966,0.397667872581034,7,1,0.9841307466844367,0.9053767661729832,0.9929711221140428,True,False,correct
ramanbiolib::8,adenine,purine,purine,RamanBioLib,785.0,0,0.6012525528862117,0.3987474471137883,6,1,0.9831413336669204,0.9237143332995013,0.9946980209461759,True,False,correct
amino_acid_raman::alanine,alanine,free_amino_acid,free_amino_acid,amino_acid_raman_grounding,785.0,4,0.7255170759359244,0.2744829240640756,6,1,0.7832811232266844,0.599136605653283,0.9529925877204879,True,False,correct
gobbato_raman_metabolites::Ala::01,alanine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,4,0.7729433497013242,0.22705665029867586,13,1,0.8064034982302891,0.6148784139996949,0.9620769470105544,True,False,correct
gobbato_raman_metabolites::Ala::02,alanine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,4,0.769519682095436,0.230480317904564,13,1,0.8053300778392001,0.6145075449201733,0.9619483905150309,True,False,correct
gobbato_raman_metabolites::Ala::03,alanine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,4,0.7678975659076194,0.2321024340923806,12,1,0.8050080793629251,0.61396038783297,0.9617735773115755,True,False,correct
ramanbiolib::31,alanine,free_amino_acid,free_amino_acid,RamanBioLib,785.0,4,0.7756496493534153,0.2243503506465847,9,1,0.7960271018008895,0.4158400511851849,0.8442934878045542,True,False,correct
amino_acid_raman::alb,albumin,peptide_protein,peptide_protein,amino_acid_raman_grounding,785.0,3,0.9273279529780906,0.07267204702190941,10,1,0.5352395612532957,0.34836552012343364,0.8655857430062526,True,False,correct
gobbato_raman_metabolites::Alb::01,albumin,peptide_protein,peptide_protein,gobbato_raman_metabolites,785.0,3,0.9801963343248709,0.019803665675129124,13,1,0.5428415508628714,0.3437855698874127,0.8745615082325223,True,False,correct
gobbato_raman_metabolites::Alb::02,albumin,peptide_protein,peptide_protein,gobbato_raman_metabolites,785.0,3,0.9771906354835378,0.02280936451646218,18,1,0.5233795413797908,0.30996545071692355,0.7801502814001423,True,False,correct
gobbato_raman_metabolites::Alb::03,albumin,peptide_protein,phospholipid_sphingolipid,gobbato_raman_metabolites,785.0,3,0.9597595034174714,0.040240496582528644,22,2,0.5203582116330003,0.16125329467317173,0.5347754881503639,False,False,distant_class
ramanbiolib::100,albumin,peptide_protein,phospholipid_sphingolipid,RamanBioLib,532.0,3,0.9562489914314549,0.043751008568545025,19,3,0.8014784646144292,0.5418661472845965,0.7648672903977053,False,False,distant_class
ramanbiolib::101,albumin,peptide_protein,phospholipid_sphingolipid,RamanBioLib,1064.0,3,0.9492652286481652,0.05073477135183478,24,3,0.5940238070386247,0.33038607315101154,0.5669183907373019,False,False,distant_class
ramanbiolib::99,albumin,peptide_protein,peptide_protein,RamanBioLib,488.0,3,0.8561673845254142,0.14383261547458578,21,1,0.5102805511114453,0.23497472780974332,0.7206809224044282,True,False,correct
ramanbiolib::177,amylopectin,polysaccharide,polysaccharide,RamanBioLib,1064.0,0,0.9253431251557767,0.07465687484422329,1,1,0.9750149870335579,0.757165182510796,0.956373729528648,True,False,correct
ramanbiolib::9,amylopectin,polysaccharide,polysaccharide,RamanBioLib,785.0,0,0.9642895265273678,0.03571047347263222,7,1,1.0215675900393055,0.7769928442010459,0.9441717492552113,True,False,correct
ramanbiolib::10,amylose,polysaccharide,polysaccharide,RamanBioLib,785.0,1,0.9602456423618027,0.03975435763819735,4,1,1.0119110319124038,0.6650104309431324,0.6933857752813237,True,False,correct
ramanbiolib::178,amylose,polysaccharide,polysaccharide,RamanBioLib,1064.0,1,0.9805796755576568,0.019420324442343245,8,1,0.9934204226428764,0.6144097241123696,0.6581094799716811,True,False,correct
ramanbiolib::63,arachidic acid,fatty_acid,fatty_acid,RamanBioLib,532.0,0,0.9670463422428459,0.03295365775715404,7,1,0.7490573898828022,0.5601623987029413,0.9360752645427802,True,False,correct
ramanbiolib::61,arachidonic acid,fatty_acid,fatty_acid,RamanBioLib,532.0,1,0.9309188133127836,0.06908118668721637,4,1,0.7896734333543225,0.024891878704149106,0.2933726591306656,True,False,correct
amino_acid_raman::arginine,arginine,free_amino_acid,free_amino_acid,amino_acid_raman_grounding,785.0,0,0.7572370975809948,0.2427629024190052,4,1,0.6944388567577224,0.4364860337056914,0.8792974692496766,True,False,correct
gobbato_raman_metabolites::Arg::01,arginine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,0,0.7931148464547038,0.20688515354529619,4,1,0.6911990910966523,0.5044370290465949,0.9272256681920834,True,False,correct
gobbato_raman_metabolites::Arg::02,arginine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,0,0.7935542192997256,0.20644578070027442,4,1,0.6912931822150854,0.5001007721956332,0.92451402831941,True,False,correct
gobbato_raman_metabolites::Arg::03,arginine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,0,0.7924996857550379,0.20750031424496204,4,1,0.6915132944527578,0.5073598773837502,0.9291210094489405,True,False,correct
ramanbiolib::32,arginine,free_amino_acid,free_amino_acid,RamanBioLib,785.0,0,0.8418828780774931,0.15811712192250696,14,1,0.49828632368931786,0.0776278074229046,0.36016045171804417,True,False,correct
gobbato_raman_metabolites::Asc::01,ascorbate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,2,0.6682163326481404,0.3317836673518596,6,1,0.6087710894283691,0.2853501160206369,0.65655318903613,True,False,correct
gobbato_raman_metabolites::Asc::02,ascorbate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,2,0.7297113711108476,0.27028862888915234,6,1,0.7227766704543125,0.4262134923695224,0.78248252021751,True,False,correct
gobbato_raman_metabolites::Asc::03,ascorbate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,2,0.7266381114495246,0.27336188855047533,6,1,0.7120244584022078,0.41209973160322294,0.7713876708505526,True,False,correct
ramanbiolib::11,ascorbate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,RamanBioLib,785.0,2,0.7296748620920388,0.27032513790796114,6,1,0.7606043887179413,0.46896981072136046,0.8097007112146242,True,False,correct
ramanbiolib::193,asparagine,free_amino_acid,free_amino_acid,RamanBioLib,488.0,0,0.7644824577549787,0.2355175422450213,5,1,0.6606931468921973,0.5962115450573948,0.9833744196186301,True,False,correct
amino_acid_raman::aspartate,aspartate,free_amino_acid,free_amino_acid,amino_acid_raman_grounding,785.0,4,0.6632443061296502,0.33675569387034976,3,1,0.7793674191511565,0.33690891798042183,0.7988532164412484,True,False,correct
ramanbiolib::194,aspartate,free_amino_acid,free_amino_acid,RamanBioLib,488.0,4,0.7242185281630481,0.2757814718369519,19,1,0.679604219289701,0.17934301163886923,0.633921469602744,True,False,correct
ramanbiolib::169,b-dna,nucleic_acid_polymer,nucleic_acid_polymer,RamanBioLib,514.5,1,0.9133587053710343,0.08664129462896572,13,1,1.276397466006053,1.1188490408478589,0.8722220745793681,True,False,correct
ramanbiolib::102,carbonic anhydrase,peptide_protein,peptide_protein,RamanBioLib,488.0,1,0.9766721483594979,0.023327851640502065,6,1,0.6341667777152602,0.24122866507165225,0.44291913386682563,True,False,correct
ramanbiolib::103,carbonic anhydrase,peptide_protein,peptide_protein,RamanBioLib,532.0,1,0.9797116695595681,0.02028833044043188,10,1,0.6356619123315751,0.24252890983025965,0.48149534469974914,True,False,correct
ramanbiolib::104,carbonic anhydrase,peptide_protein,peptide_protein,RamanBioLib,1064.0,1,0.9681996953389586,0.03180030466104142,18,1,0.6204085840626649,0.2406342361458801,0.4157708904182161,True,False,correct
amino_acid_raman::carotene,carotene,chromophore_pigment,chromophore_pigment,amino_acid_raman_grounding,785.0,0,0.9626170015927294,0.037382998407270523,8,1,1.1418037503822085,1.1094578715230965,0.9982222934491801,True,False,correct
ramanbiolib::12,cellulose,polysaccharide,polysaccharide,RamanBioLib,785.0,2,0.8817608435818959,0.11823915641810408,2,1,1.0507028551184092,0.8509836461249538,0.9837726170911061,True,False,correct
ramanbiolib::171,ceramide,phospholipid_sphingolipid,phospholipid_sphingolipid,RamanBioLib,1064.0,0,0.8927469204663314,0.10725307953366861,6,1,1.0079839696505128,0.7574047923292944,0.9013535102448879,True,False,correct
ramanbiolib::190,ceramide,phospholipid_sphingolipid,phospholipid_sphingolipid,RamanBioLib,850.0,0,0.9309886655954966,0.06901133440450333,12,1,1.0142763672551003,0.7687431514642411,0.9251048053448824,True,False,correct
ramanbiolib::13,chitin,polysaccharide,polysaccharide,RamanBioLib,785.0,3,0.8889645109936802,0.1110354890063198,11,1,1.0715279842088805,0.874864241661772,0.9679330596097399,True,False,correct
gobbato_raman_metabolites::Chol::01,cholesterol,sterol_steroid,sterol_steroid,gobbato_raman_metabolites,785.0,1,0.8488674127938676,0.15113258720613248,11,1,0.9391795362211663,0.7084362165301523,0.8121517086574831,True,False,correct
gobbato_raman_metabolites::Chol::02,cholesterol,sterol_steroid,sterol_steroid,gobbato_raman_metabolites,785.0,1,0.872914271277404,0.12708572872259605,16,1,0.9036971224717864,0.555658804318275,0.6588152386154693,True,False,correct
gobbato_raman_metabolites::Chol::03,cholesterol,sterol_steroid,sterol_steroid,gobbato_raman_metabolites,785.0,1,0.8820130990307551,0.11798690096924488,18,1,0.9128850359141533,0.5791080064162162,0.6815876236540862,True,False,correct
ramanbiolib::64,cholesterol,sterol_steroid,sterol_steroid,RamanBioLib,532.0,1,0.8941506743103648,0.10584932568963527,17,1,0.9031725017292852,0.5503012554525577,0.6509444965963402,True,False,correct
ramanbiolib::65,cholesteryl linoleate,sterol_steroid,sterol_steroid,RamanBioLib,532.0,3,0.9233607321646015,0.07663926783539855,7,1,0.876388245099561,0.609970151409768,0.8641171566635304,True,False,correct
ramanbiolib::66,cholesteryl oleate,sterol_steroid,sterol_steroid,RamanBioLib,532.0,2,0.97154813906766,0.028451860932339947,9,1,0.8400704494734621,0.587721167868432,0.8905844628715724,True,False,correct
ramanbiolib::67,cholesteryl palmitate,sterol_steroid,sterol_steroid,RamanBioLib,532.0,3,0.9558895022205282,0.04411049777947185,6,1,0.9283361801279642,0.8720752015865967,0.9946945588158999,True,False,correct
ramanbiolib::68,cholesteryl stearate,sterol_steroid,sterol_steroid,RamanBioLib,532.0,4,0.9335863072581285,0.0664136927418715,5,1,0.9538168511760222,0.8187550331119103,0.9840839598968846,True,False,correct
gobbato_raman_metabolites::Citric::01,citrate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,0,0.44732670185462686,0.5526732981453731,4,1,0.8165008186320388,0.09178078278052448,0.506907701818413,True,True,correct
gobbato_raman_metabolites::Citric::02,citrate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,0,0.5921025535564197,0.40789744644358034,7,1,0.8619306840106822,0.20958062459255233,0.6218590673016994,True,False,correct
gobbato_raman_metabolites::Citric::03,citrate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,gobbato_raman_metabolites,785.0,0,0.5813094752311452,0.41869052476885477,7,1,0.8600580169634219,0.1987084156815716,0.6154498647209229,True,False,correct
ramanbiolib::14,citrate,carboxylic_acid_metabolite,carboxylic_acid_metabolite,RamanBioLib,785.0,0,0.5962009914417479,0.4037990085582521,7,1,0.8601934624386007,0.20151720458257982,0.6161883840127316,True,False,correct
gobbato_raman_metabolites::CoA::01,coenzyme a,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,1,0.7349326375451191,0.265067362454881,5,1,1.133344123021223,0.8030554898984263,0.8237585159038447,True,False,correct
gobbato_raman_metabolites::CoA::02,coenzyme a,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,1,0.9374844671872358,0.0625155328127642,16,1,1.1353572823854703,0.8126495250318957,0.8082437309090802,True,False,correct
gobbato_raman_metabolites::CoA::03,coenzyme a,sulfur_thiol_cofactor,sulfur_thiol_cofactor,gobbato_raman_metabolites,785.0,1,0.9372285869354792,0.06277141306452079,15,1,1.1315342865104427,0.8016279483775478,0.7989654553246132,True,False,correct
ramanbiolib::15,coenzyme a,sulfur_thiol_cofactor,sulfur_thiol_cofactor,RamanBioLib,785.0,1,0.9345211673448794,0.0654788326551205,15,1,1.1291853114571666,0.8019428237898379,0.7849372274428875,True,False,correct
ramanbiolib::105,collagen,peptide_protein,peptide_protein,RamanBioLib,488.0,2,0.9589903249101666,0.04100967508983347,15,1,0.5674837049275326,0.5290951262758808,0.9980114010302139,True,False,correct
ramanbiolib::106,collagen,peptide_protein,peptide_protein,RamanBioLib,532.0,2,0.9629238473782313,0.037076152621768645,14,1,0.5653137260760299,0.5130380450925912,0.9969544425524032,True,False,correct
ramanbiolib::107,collagen,peptide_protein,peptide_protein,RamanBioLib,1064.0,2,0.9628709641333765,0.03712903586662357,18,1,0.5652203014173236,0.5057376668144642,0.9958897792419079,True,False,correct
gobbato_raman_metabolites::Creat::01,creatinine,small_nitrogenous,small_nitrogenous,gobbato_raman_metabolites,785.0,4,0.9099296375380947,0.0900703624619052,4,1,0.18264807352842297,0.14569717856714778,0.9488786332929225,True,False,correct
gobbato_raman_metabolites::Creat::02,creatinine,small_nitrogenous,small_nitrogenous,gobbato_raman_metabolites,785.0,4,0.9104334712549279,0.08956652874507207,4,1,0.18263965325736567,0.14514955999303472,0.9466800463772892,True,False,correct
gobbato_raman_metabolites::Creat::03,creatinine,small_nitrogenous,small_nitrogenous,gobbato_raman_metabolites,785.0,4,0.90996670025101,0.09003329974898995,5,1,0.18246541969803784,0.1257755254444173,0.9159739764442104,True,False,correct
gobbato_raman_metabolites::Cys::01,cysteine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,0,0.9475995460520694,0.052400453947930595,6,1,0.4911435055662502,0.3361043143415876,0.8565276184972456,True,False,correct
gobbato_raman_metabolites::Cys::02,cysteine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,0,0.9473908803725362,0.052609119627463855,5,1,0.4911375693453635,0.3402959172552394,0.8613954384153454,True,False,correct
gobbato_raman_metabolites::Cys::03,cysteine,free_amino_acid,free_amino_acid,gobbato_raman_metabolites,785.0,0,0.9489940990147436,0.051005900985256376,5,1,0.4911453296275851,0.34072695867402214,0.8621379778517263,True,False,correct
ramanbiolib::166,cytochrome c,peptide_protein,chromophore_pigment,RamanBioLib,488.0,0,0.8667847777017822,0.1332152222982178,8,2,0.6665063993859612,0.11016274610071264,0.5094791043007816,False,False,distant_class
ramanbiolib::167,cytochrome c,peptide_protein,pyrimidine,RamanBioLib,532.0,0,0.757928247630352,0.24207175236964792,7,2,0.6521465977541727,0.16078352983148575,0.6339496437034515,False,False,distant_class
ramanbiolib::16,cytosine,pyrimidine,pyrimidine,RamanBioLib,785.0,1,0.7594221565030722,0.24057784349692782,4,1,1.2398717500712417,1.0354603451925564,0.880669917916488,True,False,correct
ramanbiolib::198,diethylstilbestrol,sterol_steroid,sterol_steroid,RamanBioLib,532.0,0,0.9409664343148653,0.0590335656851347,5,1,0.7085036572381928,0.4020919471881416,0.8283223160349727,True,False,correct
ramanbiolib::69,elaidic acid,fatty_acid,acylglycerol,RamanBioLib,532.0,2,0.943601805058498,0.056398194941502014,5,2,0.5248645902238115,0.06244803527264364,0.5012194373890975,False,False,adjacent_class
ramanbiolib::111,elastase,peptide_protein,peptide_protein,RamanBioLib,488.0,4,0.9373168764055555,0.06268312359444446,15,1,0.8453090658752984,0.7140148919835755,0.962903428135645,True,False,correct
ramanbiolib::112,elastase,peptide_protein,peptide_protein,RamanBioLib,532.0,4,0.963019114116723,0.03698088588327695,12,1,0.8704410839499072,0.7201553065315983,0.9738879277943051,True,False,correct
ramanbiolib::113,elastase,peptide_protein,peptide_protein,RamanBioLib,1064.0,4,0.9659102033607931,0.034089796639206915,17,1,0.7244691504500871,0.37840422349534686,0.7672599218127435,True,False,correct
