cm_n,cm_chance_top1,cm_top1_r2s,cm_top1_s2r,cm_top1,cm_top3,cm_top5,cm_mrr,cm_median_rank,cm_matched_cos,cm_mismatched_cos,cm_matched_minus_mismatched,pk_matched,pk_mismatched,pk_random,pk_effect_vs_mismatched,pk_effect_size,pk_n_analytes,rep_raman_replicate_cos,rep_raman_replicate_var,rep_raman_between_analyte_cos,rep_raman_replicate_margin,rep_sers_replicate_cos,rep_sers_replicate_var,rep_sers_between_analyte_cos,rep_sers_replicate_margin,chem_raman_1nn,chem_raman_margin,chem_sers_1nn,chem_sers_margin,nu_modality_separability,si_peak_retention,si_peak_invention,si_peak_width_ratio,si_effective_rank,si_cross_analyte_duplicate_frac,si_negative_lobe_burden,si_edge_artefact_ratio,bg_variance_explained,inner_fold,cm_n_std,cm_chance_top1_std,cm_top1_r2s_std,cm_top1_s2r_std,cm_top1_std,cm_top3_std,cm_top5_std,cm_mrr_std,cm_median_rank_std,cm_matched_cos_std,cm_mismatched_cos_std,cm_matched_minus_mismatched_std,pk_matched_std,pk_mismatched_std,pk_random_std,pk_effect_vs_mismatched_std,pk_effect_size_std,pk_n_analytes_std,n_stages,n_hyperparams,runtime_s,outer_fold,cm_mrr_fold_std,cid,arm,cfg_baseline_r,cfg_smooth_r,cfg_baseline_s,cfg_smooth_s,cfg_background,cfg_bg_params,cfg_aggregate,cfg_derivative,cfg_norm_r,cfg_norm_s,cfg_peak_transform,reject_reasons,rejected
10.2,0.09818181818181818,0.22409090909090906,0.11772727272727272,0.17090909090909093,0.3743181818181818,0.5518181818181819,0.3527638150990423,5.0,0.8530454658129715,0.8508779866645664,0.002167479148405138,0.3012061887904134,0.2667192498034744,0.20807110540417692,0.034486938986938984,0.11443406473514132,10.2,0.9769976118456679,0.0011406355737584005,0.6740602417735053,0.30293737007216254,0.9985149282249657,0.0012673596160693585,0.9906437634918521,0.007871164733113311,0.9861918276082363,0.2580142623170706,0.7950909090909091,0.006545860622265881,0.07874219149684747,1.0,0.0,1.0,39.36331471054478,0.30434782608695654,0.0,0.8600257245656688,0.0,1.5,0.4,0.0036363636363636377,0.11817772530300345,0.031524196456186114,0.056738521311917534,0.05678024370816496,0.06848146050764413,0.043173073826442275,0.641619209529356,0.04538642444975246,0.04604815063513916,0.002536873402130495,0.1301857848410199,0.11622753945182969,0.08208274098724562,0.04604314278682517,0.14610421887719136,0.4,1.0,0.0,0.2274707794189453,2.0,0.007089581010403101,A_none0_max,A_baseline_norm,none,none,none,none,none,{},mean,0,max,max,full,sers_chemistry_drop|rank_collapse|analyte_collapse,True
10.2,0.09818181818181818,0.2286363636363636,0.1418181818181818,0.1852272727272727,0.3606818181818182,0.5838636363636365,0.36107939787485244,4.775,0.28949186041099495,0.25468790952575004,0.034803950885244836,0.3012061887904134,0.2667192498034744,0.20807110540417692,0.034486938986938984,0.11443406473514132,10.2,0.9781645915372964,0.015603696055184486,0.16406432301613522,0.8141002685211612,0.8554122023794853,0.11567023809635661,0.6035506636892558,0.25186153869022954,0.9861918276082363,0.7445939171443531,0.8493636363636364,0.23245977220336872,0.2320567782114143,1.0,0.0,1.0,86.25157973497402,0.0,0.4999999999999988,2.008180221277751,0.0,1.5,0.4,0.0036363636363636377,0.13040984604787498,0.07392197178427012,0.09092306918471126,0.08103864024901283,0.07734085271476888,0.07143736445744812,0.7452851713876074,0.048823719545028565,0.05780380294464227,0.033243336269053125,0.1301857848410199,0.11622753945182969,0.08208274098724562,0.04604314278682517,0.14610421887719136,0.4,1.0,0.0,0.28406720161437987,2.0,0.008840232267498868,A_none0_snv,A_baseline_norm,none,none,none,none,none,{},mean,0,snv,snv,full,,False
10.2,0.09818181818181818,0.2640909090909091,0.12363636363636363,0.19386363636363635,0.3738636363636364,0.6297727272727273,0.37570884166338714,4.325,0.529040042996339,0.49931577232526114,0.029724270671077836,0.8812467259625787,0.8759618355706482,0.7316809266645627,0.005284890391930233,0.09799941464085857,10.2,0.9771117966903846,2.6895869427472442e-05,0.30823882698236693,0.6688729697080179,0.8784927361568482,0.00015780164135246064,0.7503035255759722,0.128189210580876,0.9820671777482921,0.6271458326682251,0.8930909090909089,0.13112121703178065,0.12715281194396005,1.0,0.0,0.8453331042864389,96.37687231183621,0.0,0.00400702761478399,0.817954189314181,0.0,1.5,0.4,0.0036363636363636377,0.0950556653200257,0.06772800314830792,0.061193920555842295,0.11897903232918838,0.11293440592140506,0.06573231310382395,0.8601246922378636,0.03424086731415653,0.04594634002913835,0.026003843111927983,0.07358647097944607,0.07815152963090041,0.07247856348084318,0.01620885700620846,0.21843886630587664,0.4,3.0,2.0,0.5554646015167236,2.0,0.027934048597170108,A_asls1_l2,A_baseline_norm,asls,none,asls,none,none,{},mean,0,l2,l2,full,,False
10.2,0.09818181818181818,0.2640909090909091,0.12363636363636363,0.19386363636363635,0.3738636363636364,0.6297727272727273,0.37570884166338714,4.325,0.5290400429779261,0.4993157723077083,0.029724270670217857,0.8812467259625787,0.8759618355706482,0.7316809266645627,0.005284890391930233,0.09799941464085857,10.2,0.977111796665235,1.7022026322899393e-07,0.3082388269742768,0.6688729696909583,0.8784927361199582,3.2910032554363847e-07,0.75030352554511,0.1281892105748482,0.9820671777482921,0.6271458326539101,0.8930909090909089,0.13112121702686752,0.12715281193710187,1.0,0.0,0.8453331042864425,83.80461337334435,0.0,0.004007027614780317,0.8179541888375305,0.0,1.5,0.4,0.0036363636363636377,0.0950556653200257,0.06772800314830792,0.061193920555842295,0.11897903232918838,0.11293440592140506,0.06573231310382395,0.8601246922378636,0.03424086731237578,0.045946340026912544,0.026003843111190174,0.07358647097944607,0.07815152963090041,0.07247856348084318,0.01620885700620846,0.21843886630587664,0.4,3.0,2.0,0.2470231533050537,2.0,0.027934048597170108,A_asls1_area,A_baseline_norm,asls,none,asls,none,none,{},mean,0,area,area,full,,False
10.2,0.09818181818181818,0.24909090909090909,0.11863636363636362,0.18386363636363637,0.42227272727272724,0.6743181818181819,0.3832654958677686,4.05,0.49232674090831174,0.45664009663847854,0.03568664426983324,0.8812467259625787,0.8759618355706482,0.7316809266645627,0.005284890391930233,0.09799941464085857,10.2,0.9777890691387446,0.004712126083234821,0.32346998669280924,0.6543190824459353,0.8417523934925812,0.04310515363992813,0.6993023565816221,0.14245003691095906,0.9805965895129983,0.6133767762621778,0.8909090909090909,0.1477322383177718,0.10493356450821363,1.0,0.0,0.8453331042864389,99.22592326658402,0.0,0.004307323519734246,0.7938562065130078,0.0,1.5,0.4,0.0036363636363636377,0.13470914616523805,0.06937898445691,0.07814246469976194,0.12188724050543935,0.12138241306452584,0.07807168447615306,0.9836784413942563,0.026486224978323352,0.037987663331682325,0.03207654709887736,0.07358647097944607,0.07815152963090041,0.07247856348084318,0.01620885700620846,0.21843886630587664,0.4,3.0,2.0,0.3719031810760498,2.0,0.03114356468249039,A_asls1_robust,A_baseline_norm,asls,none,asls,none,none,{},mean,0,robust,robust,full,sers_replicate_drop,True
10.2,0.09818181818181818,0.2640909090909091,0.12363636363636363,0.19386363636363635,0.3738636363636364,0.6297727272727273,0.37570884166338714,4.325,0.5290400429973221,0.49931577232618896,0.029724270671133268,0.8812467259625787,0.8759618355706482,0.7316809266645627,0.005284890391930233,0.09799941464085857,10.2,0.9771117966921767,0.00484522437502876,0.3082388269829343,0.6688729697092424,0.8784927361584881,0.03587166937338413,0.7503035255773716,0.12818921058111651,0.9820671777482921,0.627145832669382,0.8930909090909089,0.13112121703202456,0.12715281194420008,1.0,0.0,0.8453331042864425,92.93767492327778,0.0,0.004007027614784298,0.8179541893341682,0.0,1.5,0.4,0.0036363636363636377,0.0950556653200257,0.06772800314830792,0.061193920555842295,0.11897903232918838,0.11293440592140506,0.06573231310382395,0.8601246922378636,0.03424086731422083,0.04594634002922464,0.026003843111976892,0.07358647097944607,0.07815152963090041,0.07247856348084318,0.01620885700620846,0.21843886630587664,0.4,3.0,2.0,0.31667208671569824,2.0,0.027934048597170108,A_asls1_p95,A_baseline_norm,asls,none,asls,none,none,{},mean,0,p95,p95,full,,False
10.2,0.09818181818181818,0.2640909090909091,0.12363636363636363,0.19386363636363635,0.3738636363636364,0.6297727272727273,0.37570884166338714,4.325,0.5290400429972003,0.4993157723260787,0.029724270671121655,0.8812467259625787,0.8759618355706482,0.7316809266645627,0.005284890391930233,0.09799941464085857,10.2,0.9771117966918277,0.0005030010422905324,0.308238826982823,0.6688729697090048,0.8784927361584159,0.016814695697058825,0.7503035255772946,0.1281892105811214,0.9820671777482921,0.6271458326691078,0.8930909090909089,0.1311212170320017,0.12715281194421407,1.0,0.0,0.8453331042864389,86.66171985863653,0.0,0.004007027614784216,0.8179541893332555,0.0,1.5,0.4,0.0036363636363636377,0.0950556653200257,0.06772800314830792,0.061193920555842295,0.11897903232918838,0.11293440592140506,0.06573231310382395,0.8601246922378636,0.03424086731422345,0.04594634002922442,0.02600384311196638,0.07358647097944607,0.07815152963090041,0.07247856348084318,0.01620885700620846,0.21843886630587664,0.4,3.0,2.0,0.24437894821166992,2.0,0.027934048597170108,A_asls1_max,A_baseline_norm,asls,none,asls,none,none,{},mean,0,max,max,full,,False
10.2,0.09818181818181818,0.23045454545454547,0.21954545454545457,0.225,0.4445454545454545,0.6229545454545455,0.407581955922865,4.225,0.10357029191881292,0.04607952018472924,0.05749077173408369,0.8812467259625787,0.8759618355706482,0.7316809266645627,0.005284890391930233,0.09799941464085857,10.2,0.9678582795183857,0.023034436263469935,0.052860218757901055,0.9149980607604846,0.4395829109238322,0.44833367126090595,0.07870022291542975,0.36088268800840256,0.9834140498304584,0.8514933317464045,0.884090909090909,0.38722898211324264,0.04660288654400633,1.0,0.0,0.8453331042864389,107.72056245046235,0.0,0.4999999999999988,0.903094898173032,0.0,1.5,0.4,0.0036363636363636377,0.10387065869372178,0.16080847356224187,0.1187816460180771,0.12393936730494207,0.13055206527012533,0.09310493691530058,1.2348838844024084,0.04123592616025925,0.02057587535907638,0.04648922669598343,0.07358647097944607,0.07815152963090041,0.07247856348084318,0.01620885700620846,0.21843886630587664,0.4,3.0,2.0,0.3031130313873291,2.0,0.023048383372525186,A_asls1_snv,A_baseline_norm,asls,none,asls,none,none,{},mean,0,snv,snv,full,sers_replicate_drop,True
10.2,0.09818181818181818,0.2690909090909091,0.11363636363636362,0.19136363636363635,0.40340909090909094,0.6309090909090909,0.3835548012593467,4.2,0.5469190352092628,0.5141511177157808,0.03276791749348219,0.8779398319522687,0.8699364246284897,0.7266318995545288,0.00800340732377876,0.09878706959885217,10.2,0.9816073790406603,2.157249824122096e-05,0.3306949915831015,0.6509123874575589,0.885159776485118,0.00014914314741962557,0.7578238234118215,0.12733595307329648,0.9820671777482921,0.6102017543073354,0.8976363636363637,0.13004626411056414,0.12383058956702393,1.0,0.0,0.8720311581966744,95.1952408975369,0.0,0.004067184485958854,0.8379248035158373,0.0,1.5,0.4,0.0036363636363636377,0.1184235375790981,0.06336238722794316,0.07830666626418047,0.10450385644713397,0.11423727134138972,0.06798186802457114,1.0030313441059606,0.03251531551702454,0.04504446698852587,0.0263539001287329,0.07656618887340685,0.08218744162705656,0.07279424201413416,0.019256778040154736,0.21292019119461666,0.4,3.0,2.0,0.5524003505706787,2.0,0.03109193553991261,A_asls2_l2,A_baseline_norm,asls,none,asls,none,none,{},mean,0,l2,l2,full,,False
10.2,0.09818181818181818,0.2690909090909091,0.11363636363636362,0.19136363636363635,0.40340909090909094,0.6309090909090909,0.3835548012593467,4.2,0.5469190351900821,0.5141511176975667,0.03276791749251524,0.8779398319522687,0.8699364246284897,0.7266318995545288,0.00800340732377876,0.09878706959885217,10.2,0.9816073790152089,1.349960704754097e-07,0.3306949915742143,0.6509123874409946,0.8851597764477204,3.0755591051165356e-07,0.7578238233805209,0.12733595306719941,0.9820671777482921,0.610201754293022,0.8976363636363637,0.13004626410564107,0.12383058956032522,1.0,0.0,0.8720311581966744,82.98260212576771,0.0,0.004067184485955085,0.8379248030308537,0.0,1.5,0.4,0.0036363636363636377,0.1184235375790981,0.06336238722794316,0.07830666626418047,0.10450385644713397,0.11423727134138972,0.06798186802457114,1.0030313441059606,0.03251531551530444,0.045044466986330925,0.026353900127978884,0.07656618887340685,0.08218744162705656,0.07279424201413416,0.019256778040154736,0.21292019119461666,0.4,3.0,2.0,0.24881319999694823,2.0,0.03109193553991261,A_asls2_area,A_baseline_norm,asls,none,asls,none,none,{},mean,0,area,area,full,,False
10.2,0.09818181818181818,0.2540909090909091,0.14318181818181816,0.19863636363636367,0.43886363636363634,0.6625,0.39510207595434865,4.025,0.51556688936504,0.4762279322582387,0.039338957106801395,0.8779398319522687,0.8699364246284897,0.7266318995545288,0.00800340732377876,0.09878706959885217,10.2,0.9821226242426574,0.003776521905370666,0.347862293319056,0.6342603309236015,0.8465460280328448,0.04173821879408275,0.703935708837473,0.14261031919537168,0.9820671777482921,0.5946224465946133,0.8973636363636365,0.14794381815742585,0.10035956326223187,1.0,0.0,0.8720311581966744,98.45654774069553,0.0,0.003973525526120982,0.8233032322920295,0.0,1.5,0.4,0.0036363636363636377,0.1445484356269254,0.06309302043668912,0.07497608429977631,0.1077679875116169,0.11629885338905448,0.07394799420910776,0.8974449586194769,0.025688332426220754,0.038346846666628416,0.032180553491160044,0.07656618887340685,0.08218744162705656,0.07279424201413416,0.019256778040154736,0.21292019119461666,0.4,3.0,2.0,0.36826200485229493,2.0,0.03155111387183873,A_asls2_robust,A_baseline_norm,asls,none,asls,none,none,{},mean,0,robust,robust,full,sers_replicate_drop,True
10.2,0.09818181818181818,0.2690909090909091,0.11363636363636362,0.19136363636363635,0.40340909090909094,0.6309090909090909,0.3835548012593467,4.2,0.5469190352102793,0.514151117716736,0.03276791749354323,0.8779398319522687,0.8699364246284897,0.7266318995545288,0.00800340732377876,0.09878706959885217,10.2,0.9816073790424644,0.003894057621396531,0.3306949915837098,0.6509123874587546,0.8851597764867709,0.03430308834141494,0.7578238234132356,0.1273359530735354,0.9820671777482921,0.6102017543084599,0.8976363636363637,0.1300462641108061,0.1238305895672576,1.0,0.0,0.8720311581966744,92.20214967762185,0.0,0.004067184485959129,0.8379248035396465,0.0,1.5,0.4,0.0036363636363636377,0.1184235375790981,0.06336238722794316,0.07830666626418047,0.10450385644713397,0.11423727134138972,0.06798186802457114,1.0030313441059606,0.032515315517085426,0.04504446698861038,0.026353900128782227,0.07656618887340685,0.08218744162705656,0.07279424201413416,0.019256778040154736,0.21292019119461666,0.4,3.0,2.0,0.3171661376953125,2.0,0.03109193553991261,A_asls2_p95,A_baseline_norm,asls,none,asls,none,none,{},mean,0,p95,p95,full,,False
