cid,arm,rep_raman_replicate_cos,rep_sers_replicate_cos,rep_raman_replicate_margin,rep_sers_replicate_margin,rep_raman_between_analyte_cos,rep_sers_between_analyte_cos,rep_raman_replicate_var,rep_sers_replicate_var
A_asls2_p95,A_baseline_norm,0.9816073790424644,0.8851597764867709,0.6509123874587546,0.1273359530735354,0.3306949915837098,0.7578238234132356,0.0038940576213965,0.0343030883414149
A_asls2_max,A_baseline_norm,0.981607379042106,0.8851597764867047,0.6509123874585094,0.127335953073546,0.3306949915835964,0.7578238234131588,0.0004149975332458,0.0162258346680777
A_asls2_snv,A_baseline_norm,0.9736561261309868,0.4559572547839036,0.9047915726685792,0.3684956715726731,0.0688645534624075,0.0874615832112304,0.018813242663992,0.4352341961728478
A_asls3_l2,A_baseline_norm,0.9825977689477948,0.8898378085814687,0.6319416795440193,0.1263963343663575,0.3506560894037754,0.763441474215111,2.0470329917177923e-05,0.0001430677810607
A_asls3_area,A_baseline_norm,0.9825977689223644,0.8898378085436518,0.6319416795281987,0.1263963343601318,0.350656089394166,0.7634414741835199,1.201329218111337e-07,2.935864672033274e-07
A_asls3_robust,A_baseline_norm,0.9831556494505213,0.8518627851379004,0.6141453196808693,0.1419990555880977,0.369010329769652,0.7098637295498026,0.003667951331864,0.0404377956417365
A_asls3_p95,A_baseline_norm,0.9825977689495936,0.8898378085831304,0.6319416795451736,0.1263963343665945,0.35065608940442,0.7634414742165356,0.0037453740152438,0.0331587523772653
A_asls3_max,A_baseline_norm,0.9825977689492704,0.8898378085830693,0.631941679544966,0.1263963343666101,0.3506560894043045,0.7634414742164594,0.000413611426774,0.0157371628767384
A_asls3_snv,A_baseline_norm,0.9750326479900564,0.4715625446094059,0.8922456000028758,0.3721063944941594,0.0827870479871804,0.0994561501152465,0.0178815786619777,0.4227499643124449
A_airpls4_l2,A_baseline_norm,0.9810519706649728,0.8929466621919987,0.6015582439565159,0.1206673977500878,0.3794937267084569,0.7722792644419109,2.206808359064932e-05,0.0001390303088392
A_airpls4_area,A_baseline_norm,0.9810519706368058,0.8929466621546023,0.6015582439391622,0.1206673977449073,0.3794937266976436,0.772279264409695,1.2388758146449952e-07,2.847049647053668e-07
A_airpls4_robust,A_baseline_norm,0.9808966782171474,0.8437059454822421,0.6130019375587713,0.1405651256797253,0.367894740658376,0.7031408198025169,0.0042010138914647,0.0424887569389629
A_airpls4_p95,A_baseline_norm,0.981051970666776,0.8929466621936667,0.6015582439576208,0.1206673977503133,0.379493726709155,0.7722792644433535,0.0041256517365556,0.0328330136690722
A_airpls4_max,A_baseline_norm,0.9810519706664608,0.8929466621935767,0.6015582439574283,0.1206673977502986,0.3794937267090325,0.7722792644432782,0.0005139370202169,0.0156603459280634
A_airpls4_snv,A_baseline_norm,0.9715823860746784,0.447244845371181,0.8900778153786171,0.3590509578448854,0.0815045706960614,0.0881938875262955,0.0203379677009036,0.4422041237030264
A_arpls5_l2,A_baseline_norm,0.9770047734254772,0.4547536414235688,0.7656645050861396,0.3646255833778725,0.2113402683393376,0.0901280580456962,2.678176963750849e-05,0.0007081121539941
A_arpls5_area,A_baseline_norm,0.9770047734041604,0.4547536414068692,0.7656645050696728,0.364625583364319,0.2113402683344876,0.0901280580425501,2.024487585559437e-07,1.8940910475776443e-06
A_arpls5_robust,A_baseline_norm,0.9814031050090944,0.8413945022804794,0.651591323889345,0.1513726107186688,0.3298117811197494,0.6900218915618106,0.0041279806206691,0.0434285714008191
A_arpls5_p95,A_baseline_norm,0.9770047734272675,0.4547536414244068,0.7656645050875424,0.3646255833785443,0.2113402683397254,0.0901280580458624,0.0048979249189874,0.1153382745139841
A_arpls5_max,A_baseline_norm,0.9770047734268742,0.4547536414243242,0.7656645050872315,0.3646255833784808,0.2113402683396427,0.0901280580458434,0.0004393795359563,0.0331543806695678
A_arpls5_snv,A_baseline_norm,0.9729004185724708,0.4453311861059544,0.9161292448749178,0.3799336353971166,0.0567711736975532,0.0653975507088377,0.0194608649375891,0.4437350511152078
A_rubberband6_l2,A_baseline_norm,0.9837478715470112,0.9695983559033432,0.5197488993165793,0.049933432949188,0.463998972230432,0.9196649229541553,1.889011526776625e-05,3.948265466846453e-05
A_rubberband6_area,A_baseline_norm,0.9837478715175518,0.9695983558608068,0.5197488993016559,0.0499334329470619,0.4639989722158958,0.9196649229137446,1.0302980758196244e-07,7.395666821101296e-08
A_rubberband6_robust,A_baseline_norm,0.9828360448405244,0.939866128436104,0.5600265657495171,0.0763491071582905,0.4228094790910072,0.8635170212778135,0.0037189074180465,0.0190814909112325
A_rubberband6_p95,A_baseline_norm,0.983747871548825,0.9695983559051676,0.5197488993175374,0.0499334329492822,0.4639989722312876,0.9196649229558854,0.0036899566036329,0.0116431657210637
A_rubberband6_max,A_baseline_norm,0.9837478715485148,0.9695983559051068,0.5197488993173636,0.0499334329492674,0.4639989722311511,0.9196649229558392,0.0005655816645143,0.0079790562524364
A_rubberband6_snv,A_baseline_norm,0.97412785056907,0.7568440821088508,0.8515700384530671,0.2386942600633164,0.1225578121160028,0.5181498220455344,0.0186633913485557,0.1945247343128706
A_poly37_l2,A_baseline_norm,0.9758770870944062,0.46339682153288,0.9068982178608472,0.3814300731738544,0.0689788692335587,0.0819667483590255,2.8041441787662203e-05,0.0006968872447612
A_poly37_area,A_baseline_norm,0.9758770870656028,0.4633968215157584,0.9068982178341866,0.3814300731597184,0.0689788692314163,0.08196674835604,1.2481254925116104e-07,1.8349547383941297e-06
A_poly37_robust,A_baseline_norm,0.9865231422184892,0.8481096979318412,0.5118662612373679,0.1324560395666293,0.4746568809811213,0.715653658365212,0.0031305638263363,0.0412630919152345
A_poly37_p95,A_baseline_norm,0.9758770870962172,0.4633968215337343,0.906898217862531,0.3814300731745574,0.0689788692336864,0.0819667483591768,0.0076507319372362,0.1132076138998324
A_poly37_max,A_baseline_norm,0.9758770870958168,0.4633968215336552,0.9068982178621546,0.3814300731744936,0.0689788692336623,0.0819667483591616,0.000451856007469,0.0342474378835459
A_poly37_snv,A_baseline_norm,0.9758776050041292,0.463397272566579,0.906898591629444,0.3814306964808552,0.0689790133746852,0.0819665760857237,0.0172731439126433,0.4292821819467069
A_morph8_l2,A_baseline_norm,0.9713532211251072,0.8904350284244031,0.6743020181254238,0.1168818141924935,0.2970512029996836,0.7735532142319094,3.353462571649133e-05,0.000142292170875
A_morph8_area,A_baseline_norm,0.9713532211009598,0.8904350283868864,0.6743020181086452,0.1168818141871588,0.2970512029923146,0.7735532141997276,2.85305483654662e-07,2.976977941676734e-07
A_morph8_robust,A_baseline_norm,0.9711936049101436,0.8342534127265797,0.6811636300662245,0.1415788200570201,0.2900299748439191,0.6926745926695597,0.0065344922944204,0.0445388717446698
A_morph8_p95,A_baseline_norm,0.9713532211268914,0.8904350284260675,0.6743020181266612,0.1168818141927136,0.2970512030002302,0.7735532142333538,0.0065540140232086,0.0333515860224364
A_morph8_max,A_baseline_norm,0.9713532211265437,0.8904350284259858,0.6743020181264251,0.1168818141927074,0.2970512030001185,0.7735532142332782,0.0005773976689046,0.0159809611028623
A_morph8_snv,A_baseline_norm,0.9629005028441072,0.4155833739161183,0.9078206372693208,0.3357358787478704,0.0550798655747862,0.0798474951682478,0.026533412639682,0.4675333008670786
B_0_none0,B_smoothing,0.9758770870944062,0.46339682153288,0.9068982178608472,0.3814300731738544,0.0689788692335587,0.0819667483590255,2.8041441787662203e-05,0.0006968872447612
B_0_savgol1,B_smoothing,0.980990959631466,0.4962296256541799,0.9104949815136272,0.3842889478873738,0.0704959781178387,0.1119406777668062,2.235042807941486e-05,0.0006542472394088
B_0_savgol2,B_smoothing,0.9839947105930056,0.5210819127083778,0.9121333365240368,0.3863940572162189,0.0718613740689688,0.1346878554921588,1.8826323438408044e-05,0.0006219715419358
B_0_savgol3,B_smoothing,0.9857913458021508,0.5417386601773682,0.9124135194296924,0.3884408399907283,0.0733778263724584,0.1532978201866398,1.676858161013613e-05,0.0005951445971708
B_0_savgol4,B_smoothing,0.9860155651701245,0.558082919290188,0.9110101622489004,0.3897221572133881,0.0750054029212239,0.1683607620768,1.645299535150861e-05,0.0005739182866346
B_0_savgol5,B_smoothing,0.983694404047944,0.5880346334003506,0.9048451022204408,0.3916099149706084,0.078849301827503,0.1964247184297421,1.920567886314556e-05,0.0005350199566213
B_0_savgol6,B_smoothing,0.9780687073977288,0.6213738173615012,0.8920866519515824,0.3933107322053447,0.0859820554461461,0.2280630851561566,2.588006369954048e-05,0.0004917223151133
B_0_gaussian7,B_smoothing,0.984880736853215,0.5322462652200058,0.9105579791895828,0.3871298495673466,0.074322757663632,0.1451164156526592,1.7831524965616095e-05,0.0006074723828297
B_0_gaussian8,B_smoothing,0.986725870889208,0.5923449885498615,0.90466656030029,0.394770759324063,0.0820593105889178,0.1975742292257984,1.568454563052099e-05,0.0005294220927908
B_0_gaussian9,B_smoothing,0.9854897079200718,0.6281457956091466,0.8949013845430691,0.3976813191175142,0.0905883233770027,0.2304644764916324,1.7012047880780777e-05,0.0004829275381683
B_0_whittaker10,B_smoothing,0.986498968428278,0.5710692007204924,0.9101605163728632,0.391970340785864,0.0763384520554149,0.1790988599346282,1.5932901044778357e-05,0.0005570529860757
B_0_whittaker11,B_smoothing,0.9834646113496464,0.6275373657618649,0.896494829289588,0.3953284033954923,0.0869697820600585,0.2322089623663726,1.9477333345488443e-05,0.0004837177068011
B_0_wavelet12,B_smoothing,0.9856105982672714,0.6006818818377386,0.907617328628238,0.3955166049300501,0.0779932696390335,0.2051652769076885,1.6758920297339882e-05,0.0005185949586507
B_1_none0,B_smoothing,0.9825977689477948,0.8898378085814687,0.6319416795440193,0.1263963343663575,0.3506560894037754,0.763441474215111,2.0470329917177923e-05,0.0001430677810607
B_1_savgol1,B_smoothing,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
B_1_savgol2,B_smoothing,0.9879232503735949,0.9399953070423296,0.6302840154923608,0.1083222390058316,0.357639234881234,0.831673068036498,1.408447405555959e-05,7.792817266985754e-05
B_1_savgol3,B_smoothing,0.989262583074167,0.950022220113727,0.6262473585680233,0.1048258657875484,0.3630152245061438,0.8451963543261785,1.2576292268276127e-05,6.490620764204285e-05
B_1_savgol4,B_smoothing,0.9893557618545356,0.956076923691622,0.6200781499500764,0.1022562946850472,0.3692776119044593,0.8538206290065748,1.2515756681912254e-05,5.7042956242163435e-05
B_1_savgol5,B_smoothing,0.9879097913686794,0.964473563682816,0.6040735084300441,0.0982148296384503,0.3838362829386351,0.8662587340443659,1.4116417046215906e-05,4.613822898085043e-05
B_1_savgol6,B_smoothing,0.9845067294676528,0.9715053381874268,0.576919385235176,0.0927986100679452,0.4075873442324769,0.8787067281194814,1.839667562395595e-05,3.700605429951996e-05
B_1_gaussian7,B_smoothing,0.9886171500098488,0.9463556920443872,0.6211545135305617,0.1049730908170852,0.367462636479287,0.841382601227302,1.3310044181142915e-05,6.966793240742847e-05
B_1_gaussian8,B_smoothing,0.9898742412551772,0.966183227693263,0.5933105438073862,0.0951591769690749,0.3965636974477912,0.8710240507241881,1.184307702218072e-05,4.391788611013578e-05
B_1_gaussian9,B_smoothing,0.9889211257686352,0.9739080104034276,0.5615460959038232,0.0882408031884023,0.4273750298648121,0.8856672072150253,1.2991479918881358e-05,3.388570077223967e-05
B_1_whittaker10,B_smoothing,0.9896787533374048,0.9596230366042356,0.615304824020092,0.1006389826057392,0.3743739293173129,0.8589840539984962,1.2109259704230649e-05,5.243761479720151e-05
B_1_whittaker11,B_smoothing,0.9877455757996704,0.9725024758765836,0.5763880041327999,0.0920882756000283,0.4113575716668703,0.880414200276555,1.4465764736273746e-05,3.571107028762538e-05
B_1_wavelet12,B_smoothing,0.9891187064875469,0.9683478047165426,0.6130336315373206,0.0953155076931277,0.3760850749502261,0.8730322970234148,1.2709528635017762e-05,4.110674711885785e-05
C_mean,C_aggregation,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
C_median,C_aggregation,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
C_ivw,C_aggregation,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
C_huber,C_aggregation,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
C_consensus,C_aggregation,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
D_none0,D_background,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
D_mean1,D_background,0.9854733008997456,0.7822364095531565,0.6319258934310856,0.3704029771344494,0.3535474074686598,0.411833432418707,1.6841712470154302e-05,0.0002828098577211
D_scaled_mean2,D_background,0.9854733008997456,0.5974180873896753,0.6319258934310856,0.341263242496394,0.3535474074686598,0.2561548448932813,1.6841712470154302e-05,0.0005228336527391
D_scaled_mean3,D_background,0.9854733008997456,0.5974180873896752,0.6319258934310856,0.341263242496394,0.3535474074686598,0.2561548448932813,1.6841712470154302e-05,0.0005228336527391
D_scaled_mean4,D_background,0.9854733008997456,0.5982001206638685,0.6319258934310856,0.3427836187746066,0.3535474074686598,0.2554165018892618,1.6841712470154302e-05,0.0005218180251103
D_scaled_mean5,D_background,0.9854733008997456,0.7517730565743282,0.6319258934310856,0.2204669954821695,0.3535474074686598,0.5313060610921586,1.6841712470154302e-05,0.0003223726537976
D_lowrank6,D_background,0.9854733008997456,0.5540013437856697,0.6319258934310856,0.4160447569040745,0.3535474074686598,0.1379565868815951,1.6841712470154302e-05,0.0005792190340431
D_lowrank7,D_background,0.9854733008997456,0.4866020172349644,0.6319258934310856,0.4269168871490438,0.3535474074686598,0.0596851300859205,1.6841712470154302e-05,0.0006667506269663
D_lowrank8,D_background,0.9854733008997456,0.440605390689238,0.6319258934310856,0.4139610705982576,0.3535474074686598,0.0266443200909803,1.6841712470154302e-05,0.0007264865055972
D_lowrank9,D_background,0.9854733008997456,0.4189101096946105,0.6319258934310856,0.4006539088043949,0.3535474074686598,0.0182562008902156,1.6841712470154302e-05,0.0007546621952007
D_robust_lowrank10,D_background,0.9854733008997456,0.4015598505101737,0.6319258934310856,0.3896981193459679,0.3535474074686598,0.0118617311642059,1.6841712470154302e-05,0.0007771949993363
E_d0,E_derivative,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
E_d1,E_derivative,0.9241794667773596,0.4107572985119971,0.887899885754192,0.3331392245241301,0.0362795810231678,0.0776180739878669,8.932636412001253e-05,0.0007652502616716
E_d2,E_derivative,0.833987212651466,0.3627433073779473,0.7967768105166797,0.3100271188375161,0.0372104021347863,0.0527161885404312,0.000196126605981,0.0008276060943134
E_dconcat,E_derivative,0.9542256452261904,0.6682653040150511,0.7593121509802526,0.2246937765882687,0.1949134942459378,0.4435715274267823,2.7126955111936458e-05,0.000215412140249
F_global,F_modality,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
F_modspec,F_modality,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
F_modspec_norm,F_modality,0.9854733008997456,0.9235669760578826,0.6319258934310856,0.1140419952265801,0.3535474074686598,0.8095249808313026,1.6841712470154302e-05,1.9565168427206945e-07
F_pk_peak_likelihood,F_modality,0.888663093182033,0.5415555054971544,0.7460623795251017,0.1815695264203681,0.1426007136569313,0.3599859790767862,0.0001311991599676,0.0005953824603918
F_pk_prominence,F_modality,0.7683536813042047,0.1528562945296314,0.7471149715591681,0.1126338422367674,0.0212387097450366,0.0402224522928639,0.0002693253396733,0.0011001866304806
F_pk_ridge,F_modality,0.9765055650832608,0.6169588813619704,0.8325459263610512,0.247377756023818,0.1439596387222094,0.3695811253381524,2.787906012989301e-05,0.0004974559982296
G_combo0,G_combined,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
G_combo1,G_combined,0.9854733008997456,0.9235669760578826,0.6319258934310856,0.1140419952265801,0.3535474074686598,0.8095249808313026,1.6841712470154302e-05,1.9565168427206945e-07
G_combo2,G_combined,0.9854733008997456,0.9235669760974664,0.6319258934310856,0.1140419952317707,0.3535474074686598,0.8095249808656957,1.6841712470154302e-05,9.92636674034888e-05
G_combo3,G_combined,0.9825977689477948,0.8898378085814687,0.6319416795440193,0.1263963343663575,0.3506560894037754,0.763441474215111,2.0470329917177923e-05,0.0001430677810607
G_combo4,G_combined,0.9854733008997456,0.4866020172349644,0.6319258934310856,0.4269168871490438,0.3535474074686598,0.0596851300859205,1.6841712470154302e-05,0.0006667506269663
G_combo5,G_combined,0.9241794667773596,0.3737560389601771,0.887899885754192,0.3608997314622947,0.0362795810231678,0.0128563074978824,8.932636412001253e-05,0.0008133038455052
G_combo6,G_combined,0.9854733008997456,0.5982001206638685,0.6319258934310856,0.3427836187746066,0.3535474074686598,0.2554165018892618,1.6841712470154302e-05,0.0005218180251103
G_combo7,G_combined,0.9854733008731612,0.9235669760578826,0.6319258934142084,0.1140419952265801,0.3535474074589528,0.8095249808313026,1.012609318651728e-07,1.9565168427206945e-07
