spectrum_id,analyte_id,canonical_analyte_name,source_dataset,raw_path,modality,sers_or_raman,substrate_material,substrate_geometry,colloid_or_planar,excitation_nm,instrument,matrix,concentration,replicate,independent_measurement,raw_or_processed,wavenumber_min,wavenumber_max,point_count,quality_flags,intended_role,allowed_for_representation_learning,allowed_for_evaluation_only,acquisition_domain,admitted_to_joint_analysis,admission_reason,has_full_spectrum
ramanbiolib::13,rbl::chitin,chitin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::14,rbl::citric acid,citric acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::15,rbl::coenzyme a,coenzyme a,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::16,rbl::cytosine,cytosine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::17,rbl::d-(+)-dextrose,d-(+)-dextrose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::18,rbl::d-(+)-fucose,d-(+)-fucose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::19,rbl::d-(+)-galactosamine,d-(+)-galactosamine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::20,rbl::d-(+)-mannose,d-(+)-mannose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::21,rbl::d-(+)-trehalose,d-(+)-trehalose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::22,rbl::d-(+)-xylose,d-(+)-xylose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::23,rbl::d-(-)-arabinose,d-(-)-arabinose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::24,rbl::d-(-)-fructose,d-(-)-fructose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::25,rbl::d-fructose-6-phosphate,d-fructose-6-phosphate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::26,rbl::fumarate,fumarate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::27,rbl::glutathione,glutathione,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::28,rbl::glycerol,glycerol,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::29,rbl::glycine,glycine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::30,rbl::guanine,guanine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::31,rbl::l-alanine,l-alanine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::32,rbl::l-arginine,l-arginine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::33,rbl::l-glutamate,l-glutamate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::34,rbl::l-histidine,l-histidine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::35,rbl::l-phenylalanine,l-phenylalanine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::36,rbl::l-proline,l-proline,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::37,rbl::l-serine,l-serine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::38,rbl::l-tryptophan,l-tryptophan,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::39,rbl::l-tyrosine,l-tyrosine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::40,rbl::l-valine,l-valine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::41,rbl::lactose,lactose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::42,rbl::lauric acid,lauric acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::43,rbl::malic acid,malic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::44,rbl::myristic acid,myristic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::45,rbl::n-acetyl- d-glucosamine,n-acetyl- d-glucosamine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::46,rbl::oleic acid,oleic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::47,rbl::palmitic acid,palmitic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::48,rbl::phosphoenolpyruvate,phosphoenolpyruvate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::49,rbl::pyruvate,pyruvate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::50,rbl::riboﬂavin,riboﬂavin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::51,rbl::stearic acid,stearic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::52,rbl::succinic acid,succinic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::53,rbl::thymine,thymine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::54,rbl::trilinolein,trilinolein,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::55,rbl::trilinolenin,trilinolenin,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::56,rbl::triolein,triolein,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::57,rbl::uracil,uracil,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::58,rbl::vaccenic acid,vaccenic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::59,rbl::β-carotene,β-carotene,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::60,rbl::β-d-glucose,β-d-glucose,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman,CaF2 slide,none,none,785.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|785.0,True,ok,True
ramanbiolib::61,rbl::arachidonic acid,arachidonic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::62,rbl::α-linolenic acid,α-linolenic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::63,rbl::arachidic acid,arachidic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::64,rbl::cholesterol,cholesterol,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::65,rbl::cholesteryl linoleate,cholesteryl linoleate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::66,rbl::cholesteryl oleate,cholesteryl oleate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::67,rbl::cholesteryl palmitate,cholesteryl palmitate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::68,rbl::cholesteryl stearate,cholesteryl stearate,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::69,rbl::elaidic acid,elaidic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::70,rbl::linoleic acid,linoleic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::71,rbl::myristic acid,myristic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::72,rbl::oleic acid,oleic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::73,rbl::palmitic acid,palmitic acid,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::74,rbl::l-α-phosphatidylcholine,l-α-phosphatidylcholine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
ramanbiolib::75,rbl::l-α-phosphatidylethanolamine,l-α-phosphatidylethanolamine,RamanBioLib,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_spectra.parquet,raman,raman, CaF2 slide,none,none,532.0,digitized(literature),powder/standard,n/a,1,True,"processed(digitized,norm)",450.0,1800.0,1351,,grounding,True,False,raman|none|532.0,True,ok,True
