spectrum_id,canonical_analyte,raw_name,modality,source,excitation_nm,replicate,concentration,intended_role,raw_or_processed,admission_gate_ok,admission_gate_reason,is_785,entered_representation,exclude_reason,non_small_molecule_flag,wavenumber_min,wavenumber_max,point_count
ramanbiolib::13,chitin,chitin,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::14,citrate,citric acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::15,coenzyme a,coenzyme a,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,True,450.0,1800.0,1351
ramanbiolib::16,cytosine,cytosine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::17,(+)-dextrose,d-(+)-dextrose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::18,(+)-fucose,d-(+)-fucose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::19,(+)-galactosamine,d-(+)-galactosamine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::20,(+)-mannose,d-(+)-mannose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::21,(+)-trehalose,d-(+)-trehalose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::22,(+)-xylose,d-(+)-xylose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::23,(-)-arabinose,d-(-)-arabinose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::24,(-)-fructose,d-(-)-fructose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::25,fructose-6-phosphate,d-fructose-6-phosphate,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::26,fumarate,fumarate,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::27,glutathione,glutathione,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::28,glycerol,glycerol,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::29,glycine,glycine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::30,guanine,guanine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::31,alanine,l-alanine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::32,arginine,l-arginine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::33,glutamate,l-glutamate,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::34,histidine,l-histidine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::35,phenylalanine,l-phenylalanine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::36,proline,l-proline,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::37,serine,l-serine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::38,tryptophan,l-tryptophan,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::39,tyrosine,l-tyrosine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::40,valine,l-valine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::41,lactose,lactose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::42,lauric acid,lauric acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::43,malic acid,malic acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::44,myristic acid,myristic acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::45,n-acetyl- d-glucosamine,n-acetyl- d-glucosamine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::46,oleate,oleic acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::47,palmitic acid,palmitic acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::48,phosphoenolpyruvate,phosphoenolpyruvate,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::49,pyruvate,pyruvate,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::50,riboﬂavin,riboﬂavin,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::51,stearate,stearic acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::52,succinic acid,succinic acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::53,thymine,thymine,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::54,trilinolein,trilinolein,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::55,trilinolenin,trilinolenin,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::56,triolein,triolein,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::57,uracil,uracil,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::58,vaccenic acid,vaccenic acid,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::59,β-carotene,β-carotene,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::60,β-d-glucose,β-d-glucose,raman,RamanBioLib,785.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,True,True,,False,450.0,1800.0,1351
ramanbiolib::61,arachidonic acid,arachidonic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::62,α-linolenic acid,α-linolenic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::63,arachidic acid,arachidic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::64,cholesterol,cholesterol,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::65,cholesteryl linoleate,cholesteryl linoleate,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::66,cholesteryl oleate,cholesteryl oleate,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::67,cholesteryl palmitate,cholesteryl palmitate,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::68,cholesteryl stearate,cholesteryl stearate,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::69,elaidic acid,elaidic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::70,linoleic acid,linoleic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::71,myristic acid,myristic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::72,oleate,oleic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::73,palmitic acid,palmitic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::74,α-phosphatidylcholine,l-α-phosphatidylcholine,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::75,α-phosphatidylethanolamine,l-α-phosphatidylethanolamine,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::76,palmitoleic acid,palmitoleic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::77,stearate,stearic acid,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::78,sphingomyelin,sphingomyelin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::79,triarachidin,triarachidin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::80,tribehenin,tribehenin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::81,tricaproin,tricaproin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::82,tricaprin,tricaprin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::83,tricaprylin,tricaprylin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::84,trielaidin,trielaidin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::85,tri-11-eicosenoin,tri-11-eicosenoin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::86,trierucin,trierucin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::87,trilinolein,trilinolein,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::88,trilinolenin,trilinolenin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::89,trilaurin,trilaurin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::90,trimyristin,trimyristin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::91,triolein,triolein,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::92,tripalmitin,tripalmitin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::93,tripetroselinin,tripetroselinin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::94,tripalmitolein,tripalmitolein,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::95,tristearin,tristearin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::96,lactalbumin,lactalbumin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::97,lactalbumin,lactalbumin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::98,lactalbumin,lactalbumin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::99,albumin,albumin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),True,450.0,1800.0,1351
ramanbiolib::100,albumin,albumin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),True,450.0,1800.0,1351
ramanbiolib::101,albumin,albumin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),True,450.0,1800.0,1351
ramanbiolib::102,carbonic anhydrase,carbonic anhydrase,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::103,carbonic anhydrase,carbonic anhydrase,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::104,carbonic anhydrase,carbonic anhydrase,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::105,collagen,collagen,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::106,collagen,collagen,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::107,collagen,collagen,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::108,α-chymotrypsinogen a (type ii),α-chymotrypsinogen a (type ii),raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::109,α-chymotrypsinogen a (type ii),α-chymotrypsinogen a (type ii),raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::110,α-chymotrypsinogen a (type ii),α-chymotrypsinogen a (type ii),raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::111,elastase,elastase,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::112,elastase,elastase,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::113,elastase,elastase,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::114,ferritin,ferritin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::115,ferritin,ferritin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::116,ferritin,ferritin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::117,glutathione transferase,glutathione transferase,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::118,glutathione transferase,glutathione transferase,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::119,horseradish peroxidase,horseradish peroxidase,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::120,horseradish peroxidase,horseradish peroxidase,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::121,hemoglobin,hemoglobin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::122,hemoglobin,hemoglobin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::123,lectin,lectin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::124,lectin,lectin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::125,lectin,lectin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::126,myoglobin,myoglobin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::127,myoglobin,myoglobin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::128,papain,papain,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::129,papain,papain,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::130,papain,papain,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::131,pepsin,pepsin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::132,pepsin,pepsin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::133,pepsin,pepsin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::134,pepsinogen,pepsinogen,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::135,pepsinogen,pepsinogen,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::136,pepsinogen,pepsinogen,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::137,major proteinase,major proteinase,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::138,major proteinase,major proteinase,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::139,major proteinase,major proteinase,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::140,superoxide dismutases,superoxide dismutases,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::141,superoxide dismutases,superoxide dismutases,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::142,superoxide dismutases,superoxide dismutases,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::143,trypsinogen,trypsinogen,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::144,trypsinogen,trypsinogen,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::145,trypsinogen,trypsinogen,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::146,trypsin inhibitor,trypsin inhibitor,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::147,trypsin inhibitor,trypsin inhibitor,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::148,trypsin inhibitor,trypsin inhibitor,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::149,thaumatin,thaumatin,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
ramanbiolib::150,thaumatin,thaumatin,raman,RamanBioLib,532.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(532.0),False,450.0,1800.0,1351
ramanbiolib::151,thaumatin,thaumatin,raman,RamanBioLib,1064.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(1064.0),False,450.0,1800.0,1351
ramanbiolib::152,triosephosphate isomerase,triosephosphate isomerase,raman,RamanBioLib,488.0,1,n/a,grounding,"processed(digitized,norm)",True,ok,False,False,non-785(488.0),False,450.0,1800.0,1351
