spectrum_id,molecule,true_class,source,lsm_ev,lsm_error,lsm_active,csm_ev,csm_active,csm_sparsity,csm_entropy,top1_molecule,top1_similarity,retrieval_margin,predicted_class,chem_margin,chem_entropy,confidence,chemistry_confidence,unknown_warning,outlier_warning,n_peaks,snr,all_scores_reconcile
gobbato_raman_metabolites::Gluc::03,(+)-glucose,mono_oligosaccharide,gobbato_raman_metabolites,0.9318109854784555,0.2611302635112909,7,0.9318109854784555,7,0.9393976369814343,0.2490376897151069,β-d-glucose,0.9932486924768188,2.5093034033640826e-05,mono_oligosaccharide,0.6391839102067365,0.49980928159473154,0.925520042962012,0.9999363404409463,True,False,29,161.9451041343249,True
ramanbiolib::17,(+)-glucose,mono_oligosaccharide,RamanBioLib,0.9214135231130899,0.280332796666447,8,0.9214135231130899,8,0.9320513142986495,0.2676356247043627,(+)-glucose,0.991827975295008,0.0013097790517322405,mono_oligosaccharide,0.6354985008179134,0.5047826102032303,0.913883709038696,0.9999245818385833,True,False,30,141.69497207476746,True
ramanbiolib::180,(+)-glucose,mono_oligosaccharide,RamanBioLib,0.7882586618025376,0.4601536028298057,7,0.7882586618025376,7,0.8385920562884055,0.38242393012312836,(+)-maltose,0.805384004086825,0.06907785847790093,mono_oligosaccharide,0.47967342072600494,0.6022441291134301,0.6348509172986501,0.9997297854268123,False,False,29,101.99331623188101,True
ramanbiolib::181,(+)-lactose,mono_oligosaccharide,RamanBioLib,0.6933963728594271,0.5537180032654403,6,0.6933963728594272,6,0.852053248745103,0.3752608448340898,(+)-lactose,0.9064776601814579,0.09395558554649486,mono_oligosaccharide,0.03982633766208865,0.5532253016438562,0.6285483216479234,0.4582719179393482,False,False,29,132.5577180544143,True
ramanbiolib::41,(+)-lactose,mono_oligosaccharide,RamanBioLib,0.7702284290592285,0.47934493941267564,11,0.7702284290592285,11,0.8180943631222772,0.4459838746725806,lactate,0.946446712698056,0.04203081798187258,carboxylic_acid_metabolite,0.21738001505208437,0.6455645086002822,0.7289801647096946,0.8009166041725615,False,False,25,177.9324653742123,True
ramanbiolib::182,(+)-maltose,mono_oligosaccharide,RamanBioLib,0.7558228099075633,0.49414288428772546,9,0.7558228099075633,9,0.854617110466144,0.40943728637268406,(+)-maltose,0.9999999999967422,0.11374468843544994,mono_oligosaccharide,0.555871078378426,0.57526410742604,0.755822809905101,0.9991962847298467,False,False,23,190.54220971524896,True
gobbato_raman_metabolites::Mann::01,(+)-mannose,mono_oligosaccharide,gobbato_raman_metabolites,0.6450090624824123,0.5958111592755145,12,0.6450004167607803,12,0.7197436149817767,0.5460474822723294,(+)-mannose,0.8762328437825639,0.26875899958805893,mono_oligosaccharide,0.27997222190205007,0.6924725662427538,0.5651705494192375,0.9466131064530049,False,False,36,100.49316541823666,True
gobbato_raman_metabolites::Mann::02,(+)-mannose,mono_oligosaccharide,gobbato_raman_metabolites,0.7863509456432165,0.4622218670255332,18,0.7863509456432165,18,0.6276289894947068,0.6468676118907623,(+)-mannose,0.961455480815285,0.4115373067075242,mono_oligosaccharide,0.44267069872478987,0.7783838137433191,0.7560414265329527,0.9868705638786611,False,False,46,54.93865950006448,True
gobbato_raman_metabolites::Mann::03,(+)-mannose,mono_oligosaccharide,gobbato_raman_metabolites,0.7653347536131829,0.4844225907062783,17,0.7653347536131829,17,0.6347720244485378,0.6493995065541392,(+)-mannose,0.985228200334181,0.34022946946644717,mono_oligosaccharide,0.490366054367072,0.7356001985704338,0.75402938195552,0.995154463456222,False,False,49,60.22231484189174,True
ramanbiolib::20,(+)-mannose,mono_oligosaccharide,RamanBioLib,0.7817013976208198,0.4672243597876312,18,0.7817013976208199,18,0.6299298664876467,0.6502159060594807,(+)-mannose,0.9800862020568182,0.3464037212825781,mono_oligosaccharide,0.4857705214787496,0.745527275446094,0.7661347539366961,0.9948114547966748,False,False,46,64.5416207797094,True
ramanbiolib::183,(+)-raffinose pentahydrate,mono_oligosaccharide,RamanBioLib,0.7162489547086383,0.5326828749744803,13,0.7161838404831863,13,0.7446943423550915,0.5216965758820107,(+)-raffinose pentahydrate,0.9999999999961349,0.38025748354639455,mono_oligosaccharide,0.5825774978013442,0.6190166633306087,0.7161838404804182,0.9996294238870117,False,False,27,114.43649848909057,True
ramanbiolib::184,(+)-sucrose,mono_oligosaccharide,RamanBioLib,0.748568855932145,0.5014291017358321,13,0.748568855932145,13,0.768112211937379,0.5133875267636552,(+)-sucrose,0.9999999999960761,0.2995959549266024,mono_oligosaccharide,0.4202874201168536,0.6229971369817088,0.7485688559292076,0.9864001132144518,False,False,28,163.1300242582819,True
ramanbiolib::21,(+)-trehalose,mono_oligosaccharide,RamanBioLib,0.7920027648539898,0.45606713885764916,11,0.7920027648539897,11,0.8405907350103241,0.4285809757159023,(+)-trehalose,0.9999999999968094,0.2625590984230666,mono_oligosaccharide,0.6623213016213989,0.4788960696622752,0.7920027648514627,0.9999842293587637,False,False,28,146.0075917514994,True
ramanbiolib::185,(+)-xylose,mono_oligosaccharide,RamanBioLib,0.9032974964995932,0.31097026144039885,3,0.9032974964995932,3,0.9814103310388775,0.1030824259141803,(+)-xylose,0.9991685263580353,0.26428371354379765,mono_oligosaccharide,0.6343822203191258,0.35753078422393786,0.9025464284404011,0.9999543379358481,False,False,17,358.2433172659758,True
ramanbiolib::22,(+)-xylose,mono_oligosaccharide,RamanBioLib,0.9125334810708012,0.2957473904011856,10,0.9125334810708012,10,0.9605449454529195,0.21517336074490676,(+)-xylose,0.9990959430420302,0.26029581117692546,mono_oligosaccharide,0.628627239608201,0.39637825288297746,0.9117084988278588,0.9999400103975168,False,False,17,382.3612420993635,True
ramanbiolib::23,(-)-arabinose,mono_oligosaccharide,RamanBioLib,0.9356629383747056,0.253647514526025,5,0.9356629383747056,5,0.9823506693612407,0.10914913306123598,(-)-arabinose,0.9999999999978667,0.007228511876353316,mono_oligosaccharide,0.6758799721453808,0.31645003161611845,0.9356629383727095,0.9999956601288084,True,False,18,277.63101194986655,True
gobbato_raman_metabolites::Fruct::01,(-)-fructose,mono_oligosaccharide,gobbato_raman_metabolites,0.6490495478292617,0.5924107124034704,5,0.6490495478292617,5,0.9281421486678044,0.24675701649325818,(-)-fructose,0.9994860896961338,0.09841156170610987,mono_oligosaccharide,0.6527938067296761,0.5080269761612823,0.6487159945789126,0.9999713535630935,False,False,20,296.029285117056,True
gobbato_raman_metabolites::Fruct::02,(-)-fructose,mono_oligosaccharide,gobbato_raman_metabolites,0.762260985487963,0.4875848792895441,8,0.762260985487963,8,0.9151142131544409,0.28431802582362964,(-)-fructose,0.9940613988258041,0.12976118097892864,mono_oligosaccharide,0.6543904503225432,0.49934869772188095,0.7577342215045004,0.9999757591949963,False,False,21,186.6051446812077,True
gobbato_raman_metabolites::Fruct::03,(-)-fructose,mono_oligosaccharide,gobbato_raman_metabolites,0.6746763256295709,0.5703715231058645,5,0.6746763256295709,5,0.9178474661227767,0.2709461698295105,(-)-fructose,0.9992025703448827,0.1012801060876578,mono_oligosaccharide,0.6371377570669319,0.5257062577007031,0.6741383187199084,0.9999451840085232,False,False,20,318.66150985304665,True
ramanbiolib::186,(-)-fructose,mono_oligosaccharide,RamanBioLib,0.6771830394835577,0.5681698342187127,5,0.6771830394835578,5,0.9187315165886537,0.2688063353564525,(-)-fructose,0.9992112857932651,0.10064452806450785,mono_oligosaccharide,0.6391825300765235,0.5247308022959225,0.6766489355997573,0.9999494031074251,False,False,19,333.6885714964352,True
ramanbiolib::24,(-)-fructose,mono_oligosaccharide,RamanBioLib,0.6780119174947359,0.5674399373545558,5,0.6780119174947359,5,0.9185033673711489,0.2687992197618894,(-)-fructose,0.9993799011627608,0.10250342361721121,mono_oligosaccharide,0.6399855685044263,0.523507870882804,0.677591483093063,0.9999510291733066,False,False,19,319.03825931239174,True
ramanbiolib::187,(-)-ribose,mono_oligosaccharide,RamanBioLib,0.812243677872941,0.4333085761058406,8,0.8122436778729412,8,0.8500783583186596,0.3852484613133758,(-)-ribose,0.999999999996911,0.2553572801663805,mono_oligosaccharide,0.6670887582751179,0.5230133961733222,0.8122436778704322,0.9999899752794004,False,False,24,152.92621472967969,True
ramanbiolib::1,12-methyltetradecanoic acid,fatty_acid,RamanBioLib,0.9301606924497502,0.2642712764380192,9,0.9301188334152439,9,0.9299968344758468,0.2702407891702935,12-methyltetradecanoic acid,0.9999999999974228,0.049820781438963624,fatty_acid,0.6430938617894565,0.48982916347844296,0.9301188334128468,0.9997483281498499,False,False,25,228.90103387002733,True
ramanbiolib::2,13-methylmyristicacid,fatty_acid,RamanBioLib,0.9292149665838967,0.2660545684930679,5,0.9292149665838967,5,0.9377225935479944,0.21893047415021955,13-methylmyristicacid,0.9999999999974195,0.0738375220088372,fatty_acid,0.6366087479722022,0.48780062558472415,0.9292149665814988,0.9997757833962677,False,False,24,312.49385891657244,True
ramanbiolib::3,14-methylhexadecanoic acid,fatty_acid,RamanBioLib,0.9478846853814499,0.22828778902625957,7,0.9478846853814499,7,0.9586329895276532,0.2017365445307618,14-methylhexadecanoic acid,0.9999999999977504,0.07383752200916782,fatty_acid,0.6647380921377499,0.5450403396014487,0.9478846853793175,0.9998606334857931,False,False,21,264.53127631366766,True
ramanbiolib::4,14-methylpentadecanoic acid,fatty_acid,RamanBioLib,0.9831460716377652,0.12982268046153514,6,0.9831197852320716,6,0.9732642412392437,0.14028103000297734,14-methylpentadecanoic acid,0.9999999999977647,0.02558219016405927,fatty_acid,0.6439936323013252,0.3811215038331883,0.983119785229874,0.9998212685935494,False,False,24,330.91848171917843,True
ramanbiolib::5,15-methylpalmiticacid,fatty_acid,RamanBioLib,0.9805056604681842,0.13962213123927142,8,0.9805056604681842,8,0.9640388897033568,0.1597110400392128,15-methylpalmiticacid,0.9999999999976278,0.02558219016392216,fatty_acid,0.5336122271578182,0.39546965458569644,0.9805056604658583,0.9971969275414341,False,False,21,365.93956182019525,True
ramanbiolib::176,2-deoxy-d-ribose,mono_oligosaccharide,RamanBioLib,0.767293461270126,0.4823966611924685,9,0.7672934612701259,9,0.9187270569695565,0.3221514348976812,2-deoxy-d-ribose,0.999999999997339,0.10694647566897908,mono_oligosaccharide,0.6409266136668336,0.6538397707412664,0.7672934612680842,0.9999158704591405,False,False,22,222.3474380969494,True
ramanbiolib::168,a-dna,nucleic_acid_polymer,RamanBioLib,0.9517524274657461,0.21965330075873116,7,0.9517302081630307,7,0.9808691452375128,0.12798609048389603,a-dna,0.9999999999978652,0.0012289985197988518,nucleic_acid_polymer,1.0540654086718642,0.3515657570211452,0.9517302081609988,0.9999781278546004,True,False,25,71.02736562073413,True
gobbato_raman_metabolites::Acetoacet::01,acetoacetate,carboxylic_acid_metabolite,gobbato_raman_metabolites,0.638274178701387,0.6014364648890613,7,0.638274178701387,7,0.8398056154955461,0.40725371754396855,acetoacetate,0.9892694123261725,0.2080281708173014,carboxylic_acid_metabolite,0.6787533262994517,0.6612239026111769,0.6314251216668916,0.9965685903171214,False,False,27,111.14838389619322,True
gobbato_raman_metabolites::Acetoacet::02,acetoacetate,carboxylic_acid_metabolite,gobbato_raman_metabolites,0.7013782746799201,0.546462922182083,10,0.70137827467992,10,0.8201376029085636,0.45617655200825535,acetoacetate,0.998665769529344,0.16914637535836752,carboxylic_acid_metabolite,0.6713785876793634,0.6961031837678344,0.7004424744143859,0.9967414219953248,False,False,28,91.67812884494542,True
gobbato_raman_metabolites::Acetoacet::03,acetoacetate,carboxylic_acid_metabolite,gobbato_raman_metabolites,0.6998719785529097,0.5478394120970032,10,0.6998719785529097,10,0.8222206357502955,0.4563044521547303,acetoacetate,0.9987137055533954,0.16006347117776742,carboxylic_acid_metabolite,0.6680938199561313,0.6904448309573136,0.698971737113563,0.996621650862395,False,False,29,93.08503536201945,True
ramanbiolib::6,acetoacetate,carboxylic_acid_metabolite,RamanBioLib,0.6986473789687915,0.5489559372398728,10,0.6986473789687915,10,0.8216953421741506,0.45517311555394885,acetoacetate,0.9988699229591611,0.1656673404781177,carboxylic_acid_metabolite,0.6702559104062172,0.6934529209855416,0.6978578536061766,0.9966829818511876,False,False,27,98.63250942436572,True
gobbato_raman_metabolites::AcCoA::01,acetyl-coa,sulfur_thiol_cofactor,gobbato_raman_metabolites,0.7856972084518329,0.46292849507019196,5,0.785697208451833,5,0.9065173813977684,0.2902887733379003,acetyl-coa,0.9595095756544946,0.030174464548291646,sulfur_thiol_cofactor,0.9287504027845943,0.35814803869558903,0.7538839950745393,0.999938289707008,False,False,21,138.00669739452348,True
gobbato_raman_metabolites::AcCoA::02,acetyl-coa,sulfur_thiol_cofactor,gobbato_raman_metabolites,0.9425426778908886,0.23970257009271687,10,0.9425426778908887,10,0.9581256782819443,0.22423508352339017,acetyl-coa,0.9974292644803502,0.005655132445339883,sulfur_thiol_cofactor,1.0574700935787078,0.24159652843216628,0.9401196499500488,0.9999992501999933,True,False,30,82.19707952878383,True
gobbato_raman_metabolites::AcCoA::03,acetyl-coa,sulfur_thiol_cofactor,gobbato_raman_metabolites,0.9476653835753028,0.22876760352953118,11,0.9476653835753028,11,0.9585085147562166,0.23324154096400476,acetyl-coa,0.996861673410915,0.0024943415519422807,sulfur_thiol_cofactor,1.0562274298439371,0.23417117921440678,0.944691300104473,0.9999992161282744,True,False,36,74.09560480175882,True
ramanbiolib::7,acetyl-coa,sulfur_thiol_cofactor,RamanBioLib,0.9487208813510993,0.22644893165755806,10,0.9487208813510993,10,0.9605295743653468,0.22996090930877053,acetyl-coa,0.9970199402091241,0.0022821802910905076,sulfur_thiol_cofactor,1.0566869807578474,0.21602900778335044,0.9458936363998206,0.9999992333506591,True,False,34,81.38901892833402,True
gobbato_raman_metabolites::Ade::01,adenine,purine,gobbato_raman_metabolites,0.5077946599945367,0.7015734744165939,3,0.5077946599945367,3,0.9472064299418486,0.160493920176819,adenine,0.9734149978493212,0.11459195055299476,purine,0.8896269140233095,0.31717191461167593,0.49429493786647866,0.9999362410151263,False,False,17,411.98833385908785,True
gobbato_raman_metabolites::Ade::02,adenine,purine,gobbato_raman_metabolites,0.6153787241634671,0.6201784225818794,8,0.6153787241634672,8,0.9322448831549963,0.2856784610758898,adenine,0.9945203593924744,0.07847300054857653,purine,0.9602833188201381,0.30631521078883395,0.6120066699175337,0.9999907188500884,False,False,21,308.0858280084932,True
gobbato_raman_metabolites::Ade::03,adenine,purine,gobbato_raman_metabolites,0.6051994724721753,0.6283315426806375,7,0.6051994724721754,7,0.9412378299520124,0.2538405460400307,adenine,0.9976804607488975,0.07966247415408656,purine,0.9999316009143299,0.28595700755864933,0.6037956885410297,0.9999987009632159,False,False,21,332.7878505767427,True
ramanbiolib::8,adenine,purine,RamanBioLib,0.603980808506468,0.6293005573596261,6,0.603980808506468,6,0.9461882046148712,0.23222352646609815,adenine,0.9990828982427175,0.08198785704847922,purine,1.0201862120191305,0.2720285777734954,0.6034268966456218,0.9999996221560059,False,False,20,305.11058015913204,True
amino_acid_raman::alanine,alanine,free_amino_acid,amino_acid_raman_grounding,0.7285105233364435,0.5210465206325486,6,0.7285105233364435,6,0.9408142775350306,0.2340191882424707,alanine,0.9881116435526729,0.026281084641440078,free_amino_acid,0.5146935486949524,0.5731113801203457,0.719849730559391,0.9970603498033933,False,False,19,307.3042346852067,True
gobbato_raman_metabolites::Ala::01,alanine,free_amino_acid,gobbato_raman_metabolites,0.7734451666734213,0.47597776557981375,13,0.7734451666734213,13,0.9325749215726248,0.31511292978106875,alanine,0.9977249751633273,0.020087370061450338,free_amino_acid,0.4836478940216938,0.5595827536822398,0.7716855597094349,0.9941756863363472,False,False,20,280.80028085149223,True
gobbato_raman_metabolites::Ala::02,alanine,free_amino_acid,gobbato_raman_metabolites,0.7699525155607492,0.47963265572625563,13,0.7699525155607492,13,0.9340061744835744,0.3008701267394627,alanine,0.9973121351851493,0.020566483810380287,free_amino_acid,0.4902098315167696,0.5593018051597772,0.7678829872850677,0.9948538692144936,False,False,20,292.12403839400014,True
gobbato_raman_metabolites::Ala::03,alanine,free_amino_acid,gobbato_raman_metabolites,0.7684990725599286,0.48114543273301474,12,0.7684990725599286,12,0.9333625413556974,0.30863950846725957,alanine,0.99722386450639,0.0198254489694899,free_amino_acid,0.48492386312951297,0.558761087794251,0.7663656150077885,0.9943329971731358,False,False,19,295.66757767773004,True
ramanbiolib::31,alanine,free_amino_acid,RamanBioLib,0.7787258359530742,0.47039787844621966,9,0.7787258359530742,9,0.8590389637518119,0.41949630044721825,hydroxyproline,0.9381897470620068,0.0018597508403295215,free_amino_acid,0.22873906367124064,0.6269432342433955,0.7305925950634644,0.8770187321377362,True,False,26,143.21520216219284,True
amino_acid_raman::alb,albumin,peptide_protein,amino_acid_raman_grounding,0.9306781966512832,0.26329034040132865,10,0.9305956972621053,10,0.8873304266317841,0.3834333159797084,albumin,0.9126748043238598,0.08787407768412425,peptide_protein,0.3985289808892246,0.6225848533758688,0.8493312459033179,0.9969949187474788,False,False,38,63.30521282416546,True
gobbato_raman_metabolites::Alb::01,albumin,peptide_protein,gobbato_raman_metabolites,0.9823736258327733,0.13276435578576443,14,0.9823148218212974,13,0.8869138760740221,0.3986826880044356,albumin,0.9147003726433043,0.07818502883440781,peptide_protein,0.38759970746824013,0.6382723423631792,0.8985237335729818,0.9960840775855585,False,False,22,113.84401154050013,True
gobbato_raman_metabolites::Alb::02,albumin,peptide_protein,gobbato_raman_metabolites,0.9804116265378077,0.13995847049097365,17,0.9797069677510104,18,0.8723180469424802,0.44419193886584607,albumin,0.9106393385627481,0.10411482638416591,peptide_protein,0.37057668548591394,0.7148092382311778,0.8921597050980957,0.9931078054577479,False,False,26,142.0336546138929,True
gobbato_raman_metabolites::Alb::03,albumin,peptide_protein,gobbato_raman_metabolites,0.9608132635253115,0.19795640043870602,22,0.9606265536740757,22,0.7599817287456228,0.5850276248346052,albumin,0.8715639483894069,0.1704027003448041,peptide_protein,0.11103375707654545,0.8304270898714392,0.8372474720478859,0.6960055901775615,False,False,73,42.29945713798411,True
ramanbiolib::100,albumin,peptide_protein,RamanBioLib,0.9579056948660546,0.2051689672779567,19,0.9575216347654641,19,0.7900850649610407,0.5473636816310147,phosphatidylinositol,0.8309156070280896,0.06862390400507568,phospholipid_sphingolipid,0.16649241640993262,0.8412813529787885,0.7956196703936744,0.6709584737796491,False,False,76,31.223032084246128,True
ramanbiolib::101,albumin,peptide_protein,RamanBioLib,0.9510156170206309,0.22132415814664272,24,0.9507145341202476,24,0.6933479552373417,0.6561252530832685,phosphatidylinositol,0.7828683538954613,0.030174044281120915,carboxylic_acid_metabolite,0.005618223937061018,0.876567168310735,0.7442843223512087,0.329917312389286,False,False,83,25.699289870016717,True
ramanbiolib::99,albumin,peptide_protein,RamanBioLib,0.8608606364973073,0.37301389183588535,21,0.8593015517657228,21,0.815739166296191,0.5557663036275461,albumin,0.9165526519344102,0.13021359963912937,peptide_protein,0.3122377240993507,0.741396196305174,0.787595116082227,0.9796112474742111,False,False,27,89.35911825849092,True
ramanbiolib::177,amylopectin,polysaccharide,RamanBioLib,0.9264555840655834,0.2711907371838926,1,0.9264555840655834,1,1.0000000000000064,1.0013008098863552e-14,amylopectin,0.9982144402329035,0.08869982714580882,polysaccharide,0.8570485540073475,0.28199322087666556,0.9248013422486739,0.9997180288434527,False,True,16,215.5635730943025,True
ramanbiolib::9,amylopectin,polysaccharide,RamanBioLib,0.9660462730917101,0.18426537088735875,7,0.9660462730917101,7,0.9710021150113557,0.15286677086260508,amylopectin,0.9977911404358224,0.04485127412318013,polysaccharide,0.829624278404079,0.3610471351718,0.9639124125419534,0.9994866385535263,False,False,19,165.04609857836002,True
ramanbiolib::10,amylose,polysaccharide,RamanBioLib,0.9615813698487743,0.19600670945451654,4,0.9615813698487743,4,0.9280060605919949,0.23490923099863684,amylose,0.9976541699076942,0.05856213612883221,polysaccharide,0.7851859937425067,0.4532800648636428,0.9593256633351824,0.9987555582513736,False,False,17,185.09455336974497,True
ramanbiolib::178,amylose,polysaccharide,RamanBioLib,0.9821003967445111,0.13378939889046151,8,0.9821003967445111,8,0.9222332042879888,0.25787765606195706,amylose,0.9975700855249152,0.07742781250717545,polysaccharide,0.7758330989374247,0.4810547476305672,0.9797139767744751,0.9984622777202361,False,False,17,164.63821094608588,True
ramanbiolib::63,arachidic acid,fatty_acid,RamanBioLib,0.9678742067247438,0.179236696229383,7,0.9678742067247438,7,0.9017307646627728,0.3231366817727436,arachidic acid,0.999999999997036,0.035504812162412414,fatty_acid,0.41268473460036104,0.49857172658183013,0.9678742067218751,0.9633602223840733,False,False,13,755.9625623388445,True
ramanbiolib::61,arachidonic acid,fatty_acid,RamanBioLib,0.9664685925137156,0.18311583079092533,5,0.9314691871491237,4,0.9767537321026748,0.11678273767636864,arachidonic acid,0.9999999999978338,0.00500444751860174,fatty_acid,0.003906567794371707,0.6925497975342064,0.931469187147106,0.4730545375091664,True,False,8,706.339290078171,True
amino_acid_raman::arginine,arginine,free_amino_acid,amino_acid_raman_grounding,0.75911592615382,0.4907994232330954,4,0.75911592615382,4,0.9778364813723751,0.12579678459842786,arginine,0.9925259696825607,0.08698396883308301,free_amino_acid,0.5414593581450532,0.44168663474627573,0.7534422707072953,0.998327784405388,False,False,26,184.82224708259622,True
gobbato_raman_metabolites::Arg::01,arginine,free_amino_acid,gobbato_raman_metabolites,0.7946368371842674,0.4531701256873926,4,0.7946368371842674,4,0.9731572427874928,0.1347408773718063,arginine,0.9933089210898143,0.09199154541860433,free_amino_acid,0.6048881101938992,0.4466298171567763,0.789319859401727,0.9996995786977995,False,False,23,222.39765136976132,True
gobbato_raman_metabolites::Arg::02,arginine,free_amino_acid,gobbato_raman_metabolites,0.7949648043861405,0.45280812229205253,4,0.7949648043861405,4,0.972938794931593,0.13641126840312792,arginine,0.993363293905589,0.09192322426525834,free_amino_acid,0.6009979530696958,0.4475188220109744,0.7896888566240287,0.9996597974664342,False,False,23,218.43274039989475,True
gobbato_raman_metabolites::Arg::03,arginine,free_amino_acid,gobbato_raman_metabolites,0.7941938511986817,0.4536586258422872,4,0.7941938511986817,4,0.9739394541912797,0.131899337166557,arginine,0.9933816469363115,0.09165455292489921,free_amino_acid,0.6072672097498949,0.4434353923752033,0.7889375958904383,0.9997216760399705,False,False,23,228.5163846807545,True
ramanbiolib::32,arginine,free_amino_acid,RamanBioLib,0.8469657021302914,0.3911959839639915,14,0.8469657021302914,14,0.7588555431386148,0.522356322801096,arginine,0.7214226705029649,0.07166180220283525,free_amino_acid,0.19189675560263564,0.8299019151977183,0.6110202586552536,0.870396668210087,False,False,40,70.26450403094661,True
gobbato_raman_metabolites::Asc::01,ascorbate,carboxylic_acid_metabolite,gobbato_raman_metabolites,0.6709358092001472,0.5736411690242637,6,0.6705317326752567,6,0.9241768914795607,0.25162821600871854,ascorbate,0.9992553059452444,0.22413361130386644,carboxylic_acid_metabolite,0.7004400422828344,0.7294910613867095,0.6700323916804084,0.9960305600104566,False,False,20,217.45277652773223,True
gobbato_raman_metabolites::Asc::02,ascorbate,carboxylic_acid_metabolite,gobbato_raman_metabolites,0.7330204249585853,0.5167006628998532,6,0.7309460922159702,6,0.9282084346779744,0.24601591920464908,ascorbate,0.9999518209351486,0.21191934094826825,carboxylic_acid_metabolite,0.6951154376285232,0.7229416171025829,0.7309108759167904,0.9971874673922921,False,False,22,208.39159080837558,True
gobbato_raman_metabolites::Asc::03,ascorbate,carboxylic_acid_metabolite,gobbato_raman_metabolites,0.7299585087526441,0.519655165708074,6,0.7278716567581471,6,0.9281500371410748,0.2445817998556403,ascorbate,0.9999526416145147,0.21342755874015817,carboxylic_acid_metabolite,0.6960888881597342,0.7245941825716851,0.7278371859316426,0.9971032072656304,False,False,22,218.57394434188888,True
